region	tags	indicator	Программы бакалавриата / Всего (сумма гр. 4-7) / 3	Программы бакалавриата / В том числе обучаются / за счет бюджетных ассигнований / федераль-ного бюджета / 4	Программы бакалавриата / В том числе обучаются / за счет бюджетных ассигнований / бюджета субъекта Российской Федерации / 5	Программы бакалавриата / В том числе обучаются / за счет бюджетных ассигнований / местного бюджета / 6	Программы бакалавриата / В том числе обучаются / по договорам об оказании платных образова-тельных услуг / 7	Программы бакалавриата / Из гр. 3 - лица с ОВЗ, инвалиды, дети-инвалиды / 8	Программы специалитета / Всего (сумма гр. 10-13) / 9	Программы специалитета / В том числе обучаются / за счет бюджетных ассигнований / федераль-ного бюджета / 10	Программы специалитета / В том числе обучаются / за счет бюджетных ассигнований / бюджета субъекта Российской Федерации / 11	Программы специалитета / В том числе обучаются / за счет бюджетных ассигнований / местного бюджета / 12	Программы специалитета / В том числе обучаются / по договорам об оказании платных образова-тельных услуг / 13	Программы специалитета / Из гр. 9 - лица с ОВЗ, инвалиды, дети-инвалиды / 14	Программы магистратуры / Всего (сумма гр. 16-19) / 15	Программы магистратуры / В том числе обучаются / за счет бюджетных ассигнований / федераль-ного бюджета / 16	Программы магистратуры / В том числе обучаются / за счет бюджетных ассигнований / бюджета субъекта Российской Федерации / 17	Программы магистратуры / В том числе обучаются / за счет бюджетных ассигнований / местного бюджета / 18	Программы магистратуры / В том числе обучаются / по договорам об оказании платных образова-тельных услуг / 19	Программы магистратуры / Из гр. 15 -лица с ОВЗ, инвалиды, дети-инвалиды / 20
Самарская область	Государственные, Муниципальные; очная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	33666.0	21833.0	333.0	10.0	11490.0	135.0	14134.0	9689.0	4.0	0.0	4441.0	91.0	5924.0	3582.0	76.0	0.0	2266.0	7.0
Самарская область	Государственные, Муниципальные; очная	возвратились из числа ранее отчисленных / 04	390.0	101.0	0.0	0.0	289.0	1.0	262.0	61.0	0.0	0.0	201.0	0.0	22.0	5.0	0.0	0.0	17.0	0.0
Самарская область	Государственные, Муниципальные; очная	выбыло по другим причинам / 15	214.0	60.0	0.0	10.0	144.0	1.0	43.0	27.0	0.0	0.0	16.0	0.0	250.0	87.0	1.0	0.0	162.0	0.0
Самарская область	Государственные, Муниципальные; очная	добровольно оставили образовательную организацию  (бросили учебу) / 10	983.0	655.0	7.0	0.0	321.0	7.0	466.0	331.0	0.0	0.0	135.0	2.0	455.0	303.0	9.0	0.0	143.0	0.0
Самарская область	Государственные, Муниципальные; очная	из них не прошли итоговую аттестацию / 12	27.0	17.0	0.0	0.0	10.0	0.0	30.0	26.0	0.0	0.0	4.0	0.0	27.0	20.0	0.0	0.0	7.0	0.0
Самарская область	Государственные, Муниципальные; очная	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	480.0	184.0	0.0	0.0	296.0	0.0	183.0	35.0	0.0	0.0	148.0	0.0	77.0	4.0	0.0	0.0	73.0	0.0
Самарская область	Государственные, Муниципальные; очная	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	107.0	35.0	0.0	0.0	72.0	0.0	117.0	98.0	0.0	0.0	19.0	0.0	48.0	24.0	0.0	0.0	24.0	0.0
Самарская область	Государственные, Муниципальные; очная	отчислено в виде меры дисциплинарного взыскания / 13	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, Муниципальные; очная	отчислено из-за просрочки оплаты обучения / 14	229.0	0.0	0.0	0.0	229.0	0.0	13.0	0.0	0.0	0.0	13.0	0.0	165.0	0.0	0.0	0.0	165.0	0.0
Самарская область	Государственные, Муниципальные; очная	отчислено:  по неуспеваемости / 11	1421.0	900.0	11.0	0.0	510.0	4.0	665.0	285.0	0.0	0.0	380.0	0.0	497.0	332.0	1.0	0.0	164.0	0.0
Самарская область	Государственные, Муниципальные; очная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	431.0	250.0	1.0	0.0	180.0	2.0	101.0	70.0	0.0	0.0	31.0	0.0	17.0	5.0	0.0	0.0	12.0	0.0
Самарская область	Государственные, Муниципальные; очная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	355.0	154.0	1.0	0.0	200.0	1.0	148.0	25.0	0.0	0.0	123.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, Муниципальные; очная	по болезни / 09	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, Муниципальные; очная	прибыло по другим причинам / 05	125.0	92.0	0.0	0.0	33.0	2.0	49.0	30.0	0.0	0.0	19.0	0.0	19.0	14.0	0.0	0.0	5.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	726.0	36.0	0.0	0.0	690.0	0.0	32.0	12.0	0.0	0.0	20.0	0.0	205.0	1.0	0.0	0.0	204.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	Прибыло студентов - всего (сумма строк 02-05) / 01	418.0	4.0	0.0	0.0	414.0	0.0	19.0	3.0	0.0	0.0	16.0	0.0	32.0	12.0	1.0	0.0	19.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	5215.0	372.0	0.0	0.0	4843.0	1.0	296.0	70.0	0.0	0.0	226.0	0.0	813.0	27.0	0.0	0.0	786.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	возвратились из числа ранее отчисленных / 04	95.0	1.0	0.0	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	12.0	1.0	0.0	11.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	выбыло по другим причинам / 15	11.0	1.0	0.0	0.0	10.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	9.0	0.0	0.0	0.0	9.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	добровольно оставили образовательную организацию  (бросили учебу) / 10	224.0	12.0	0.0	0.0	212.0	0.0	23.0	7.0	0.0	0.0	16.0	0.0	52.0	1.0	0.0	0.0	51.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	из них не прошли итоговую аттестацию / 12	16.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	17.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	28.0	1.0	0.0	0.0	27.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	192.0	3.0	0.0	0.0	189.0	0.0	18.0	2.0	0.0	0.0	16.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	отчислено в виде меры дисциплинарного взыскания / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	отчислено из-за просрочки оплаты обучения / 14	134.0	0.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	22.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	отчислено:  по неуспеваемости / 11	306.0	21.0	0.0	0.0	285.0	0.0	5.0	3.0	0.0	0.0	2.0	0.0	113.0	0.0	0.0	0.0	113.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	23.0	1.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	112.0	0.0	0.0	0.0	112.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, Муниципальные; очно-заочная	прибыло по другим причинам / 05	19.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	заочная; Частные	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	229.0	0.0	0.0	0.0	229.0	0.0	32.0	0.0	0.0	0.0	32.0	0.0	9.0	0.0	0.0	0.0	9.0	0.0
Самарская область	заочная; Частные	Прибыло студентов - всего (сумма строк 02-05) / 01	70.0	0.0	0.0	0.0	70.0	0.0	11.0	0.0	0.0	0.0	11.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Самарская область	заочная; Частные	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	1202.0	0.0	0.0	0.0	1202.0	0.0	78.0	0.0	0.0	0.0	78.0	0.0	87.0	0.0	0.0	0.0	87.0	0.0
Самарская область	заочная; Частные	возвратились из числа ранее отчисленных / 04	25.0	0.0	0.0	0.0	25.0	0.0	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	заочная; Частные	выбыло по другим причинам / 15	89.0	0.0	0.0	0.0	89.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Самарская область	заочная; Частные	добровольно оставили образовательную организацию  (бросили учебу) / 10	42.0	0.0	0.0	0.0	42.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0
Самарская область	заочная; Частные	из них не прошли итоговую аттестацию / 12	4.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	заочная; Частные	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	заочная; Частные	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	30.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Самарская область	заочная; Частные	отчислено в виде меры дисциплинарного взыскания / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	заочная; Частные	отчислено из-за просрочки оплаты обучения / 14	66.0	0.0	0.0	0.0	66.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0
Самарская область	заочная; Частные	отчислено:  по неуспеваемости / 11	11.0	0.0	0.0	0.0	11.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	заочная; Частные	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	10.0	0.0	0.0	0.0	10.0	0.0	7.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	заочная; Частные	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	7.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	заочная; Частные	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	заочная; Частные	прибыло по другим причинам / 05	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очная; Частные	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	175.0	22.0	49.0	0.0	104.0	1.0	159.0	4.0	0.0	0.0	155.0	0.0	9.0	0.0	0.0	0.0	9.0	0.0
Самарская область	очная; Частные	Прибыло студентов - всего (сумма строк 02-05) / 01	55.0	5.0	14.0	0.0	36.0	0.0	281.0	0.0	0.0	0.0	281.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очная; Частные	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	1480.0	400.0	361.0	0.0	719.0	3.0	2052.0	145.0	0.0	0.0	1907.0	0.0	46.0	13.0	0.0	0.0	33.0	0.0
Самарская область	очная; Частные	возвратились из числа ранее отчисленных / 04	16.0	3.0	0.0	0.0	13.0	0.0	18.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очная; Частные	выбыло по другим причинам / 15	17.0	0.0	5.0	0.0	12.0	0.0	30.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очная; Частные	добровольно оставили образовательную организацию  (бросили учебу) / 10	45.0	15.0	13.0	0.0	17.0	1.0	54.0	1.0	0.0	0.0	53.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0
Самарская область	очная; Частные	из них не прошли итоговую аттестацию / 12	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Самарская область	очная; Частные	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	43.0	1.0	11.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Самарская область	очная; Частные	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	7.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очная; Частные	отчислено в виде меры дисциплинарного взыскания / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очная; Частные	отчислено из-за просрочки оплаты обучения / 14	8.0	0.0	0.0	0.0	8.0	0.0	39.0	0.0	0.0	0.0	39.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0
Самарская область	очная; Частные	отчислено:  по неуспеваемости / 11	16.0	2.0	10.0	0.0	4.0	0.0	14.0	2.0	0.0	0.0	12.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Самарская область	очная; Частные	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	46.0	4.0	10.0	0.0	32.0	0.0	22.0	1.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очная; Частные	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	22.0	2.0	4.0	0.0	16.0	0.0	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очная; Частные	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очная; Частные	прибыло по другим причинам / 05	10.0	0.0	9.0	0.0	1.0	0.0	252.0	0.0	0.0	0.0	252.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	95.0	0.0	0.0	0.0	95.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
Самарская область	очно-заочная; Частные	Прибыло студентов - всего (сумма строк 02-05) / 01	77.0	0.0	0.0	0.0	77.0	0.0	18.0	0.0	0.0	0.0	18.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Самарская область	очно-заочная; Частные	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	613.0	3.0	0.0	0.0	610.0	0.0	29.0	0.0	0.0	0.0	29.0	0.0	25.0	4.0	0.0	0.0	21.0	0.0
Самарская область	очно-заочная; Частные	возвратились из числа ранее отчисленных / 04	23.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Самарская область	очно-заочная; Частные	выбыло по другим причинам / 15	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	добровольно оставили образовательную организацию  (бросили учебу) / 10	21.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Самарская область	очно-заочная; Частные	из них не прошли итоговую аттестацию / 12	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	14.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	34.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	отчислено в виде меры дисциплинарного взыскания / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	отчислено из-за просрочки оплаты обучения / 14	35.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Самарская область	очно-заочная; Частные	отчислено:  по неуспеваемости / 11	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	18.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	20.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	по болезни / 09	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	прибыло по другим причинам / 05	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	1698.0	374.0	0.0	0.0	1324.0	1.0	637.0	62.0	0.0	0.0	575.0	1.0	621.0	128.0	0.0	0.0	493.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	Прибыло студентов - всего (сумма строк 02-05) / 01	881.0	203.0	0.0	0.0	678.0	0.0	356.0	21.0	0.0	0.0	335.0	0.0	111.0	12.0	0.0	0.0	99.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	13321.0	3726.0	0.0	0.0	9595.0	47.0	6254.0	808.0	0.0	0.0	5446.0	14.0	5273.0	1323.0	0.0	0.0	3950.0	11.0
Саратовская область	Государственные, Муниципальные; заочная	возвратились из числа ранее отчисленных / 04	403.0	74.0	0.0	0.0	329.0	0.0	133.0	3.0	0.0	0.0	130.0	0.0	71.0	5.0	0.0	0.0	66.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	выбыло по другим причинам / 15	80.0	5.0	0.0	0.0	75.0	1.0	44.0	8.0	0.0	0.0	36.0	1.0	26.0	2.0	0.0	0.0	24.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	добровольно оставили образовательную организацию  (бросили учебу) / 10	227.0	49.0	0.0	0.0	178.0	0.0	109.0	5.0	0.0	0.0	104.0	0.0	124.0	38.0	0.0	0.0	86.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	из них не прошли итоговую аттестацию / 12	177.0	56.0	0.0	0.0	121.0	0.0	34.0	9.0	0.0	0.0	25.0	0.0	53.0	15.0	0.0	0.0	38.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	51.0	8.0	0.0	0.0	43.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	9.0	1.0	0.0	0.0	8.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	263.0	58.0	0.0	0.0	205.0	0.0	182.0	6.0	0.0	0.0	176.0	0.0	21.0	2.0	0.0	0.0	19.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	отчислено в виде меры дисциплинарного взыскания / 13	7.0	1.0	0.0	0.0	6.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	отчислено из-за просрочки оплаты обучения / 14	521.0	0.0	0.0	0.0	521.0	0.0	159.0	0.0	0.0	0.0	159.0	0.0	166.0	0.0	0.0	0.0	166.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	отчислено:  по неуспеваемости / 11	767.0	303.0	0.0	0.0	464.0	0.0	293.0	48.0	0.0	0.0	245.0	0.0	291.0	85.0	0.0	0.0	206.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	45.0	8.0	0.0	0.0	37.0	0.0	22.0	0.0	0.0	0.0	22.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	71.0	6.0	0.0	0.0	65.0	0.0	15.0	0.0	0.0	0.0	15.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	прибыло по другим причинам / 05	144.0	65.0	0.0	0.0	79.0	0.0	26.0	12.0	0.0	0.0	14.0	0.0	16.0	5.0	0.0	0.0	11.0	0.0
Саратовская область	Государственные, Муниципальные; очная	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	2174.0	1151.0	0.0	0.0	1023.0	19.0	1108.0	335.0	0.0	0.0	773.0	8.0	475.0	293.0	0.0	0.0	182.0	3.0
Саратовская область	Государственные, Муниципальные; очная	Прибыло студентов - всего (сумма строк 02-05) / 01	816.0	349.0	0.0	0.0	467.0	4.0	535.0	129.0	0.0	0.0	406.0	0.0	40.0	14.0	0.0	0.0	26.0	1.0
Саратовская область	Государственные, Муниципальные; очная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	21322.0	14326.0	0.0	0.0	6996.0	155.0	14774.0	6803.0	0.0	0.0	7971.0	50.0	3045.0	2340.0	0.0	0.0	705.0	20.0
Саратовская область	Государственные, Муниципальные; очная	возвратились из числа ранее отчисленных / 04	254.0	69.0	0.0	0.0	185.0	0.0	248.0	16.0	0.0	0.0	232.0	0.0	23.0	8.0	0.0	0.0	15.0	0.0
Саратовская область	Государственные, Муниципальные; очная	выбыло по другим причинам / 15	177.0	28.0	0.0	0.0	149.0	7.0	179.0	47.0	0.0	0.0	132.0	2.0	7.0	4.0	0.0	0.0	3.0	0.0
Саратовская область	Государственные, Муниципальные; очная	добровольно оставили образовательную организацию  (бросили учебу) / 10	308.0	210.0	0.0	0.0	98.0	5.0	156.0	77.0	0.0	0.0	79.0	1.0	76.0	54.0	0.0	0.0	22.0	2.0
Саратовская область	Государственные, Муниципальные; очная	из них не прошли итоговую аттестацию / 12	95.0	41.0	0.0	0.0	54.0	0.0	24.0	10.0	0.0	0.0	14.0	0.0	42.0	29.0	0.0	0.0	13.0	0.0
Саратовская область	Государственные, Муниципальные; очная	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	342.0	113.0	0.0	0.0	229.0	1.0	196.0	32.0	0.0	0.0	164.0	2.0	21.0	6.0	0.0	0.0	15.0	0.0
Саратовская область	Государственные, Муниципальные; очная	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	99.0	54.0	0.0	0.0	45.0	0.0	35.0	0.0	0.0	0.0	35.0	0.0	8.0	3.0	0.0	0.0	5.0	0.0
Саратовская область	Государственные, Муниципальные; очная	отчислено в виде меры дисциплинарного взыскания / 13	105.0	44.0	0.0	0.0	61.0	0.0	43.0	7.0	0.0	0.0	36.0	0.0	7.0	6.0	0.0	0.0	1.0	0.0
Саратовская область	Государственные, Муниципальные; очная	отчислено из-за просрочки оплаты обучения / 14	84.0	0.0	0.0	0.0	84.0	0.0	18.0	0.0	0.0	0.0	18.0	0.0	31.0	0.0	0.0	0.0	31.0	0.0
Саратовская область	Государственные, Муниципальные; очная	отчислено:  по неуспеваемости / 11	1020.0	693.0	0.0	0.0	327.0	6.0	428.0	141.0	0.0	0.0	287.0	3.0	328.0	223.0	0.0	0.0	105.0	1.0
Саратовская область	Государственные, Муниципальные; очная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	138.0	63.0	0.0	0.0	75.0	0.0	88.0	31.0	0.0	0.0	57.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0
Саратовская область	Государственные, Муниципальные; очная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	287.0	65.0	0.0	0.0	222.0	0.0	75.0	6.0	0.0	0.0	69.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0
Саратовская область	Государственные, Муниципальные; очная	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очная	прибыло по другим причинам / 05	176.0	161.0	0.0	0.0	15.0	4.0	177.0	107.0	0.0	0.0	70.0	0.0	3.0	3.0	0.0	0.0	0.0	1.0
Саратовская область	Государственные, Муниципальные; очно-заочная	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	270.0	27.0	0.0	0.0	243.0	0.0	22.0	0.0	0.0	0.0	22.0	0.0	75.0	10.0	0.0	0.0	65.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	Прибыло студентов - всего (сумма строк 02-05) / 01	102.0	16.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	7.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	1873.0	317.0	0.0	0.0	1556.0	2.0	12.0	11.0	0.0	0.0	1.0	0.0	396.0	103.0	0.0	0.0	293.0	2.0
Саратовская область	Государственные, Муниципальные; очно-заочная	возвратились из числа ранее отчисленных / 04	29.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
