region	tags	indicator	Программы бакалавриата / Принято / 3	Программы бакалавриата / из них женщины / 4	Программы бакалавриата / Числен-ность студентов / 5	Программы бакалавриата / из них женщины / 6	Программы бакалавриата / Выпуск / 7	Программы бакалавриата / из них женщины / 8	Программы специалитета / Принято / 9	Программы специалитета / из них женщины / 10	Программы специалитета / Числен-ность студентов / 11	Программы специалитета / из них женщины / 12	Программы специалитета / Выпуск / 13	Программы специалитета / из них женщины / 14	Программы магистратуры / Принято / 15	Программы магистратуры / из них женщины / 16	Программы магистратуры / Числен-ность студентов / 17	Программы магистратуры / из них женщины / 18	Программы магистратуры / Выпуск / 19	Программы магистратуры / из них женщины / 20
г.Москва	Государственные, Муниципальные; очная	15 лет / 03	19.0	10.0	23.0	13.0	0.0	0.0	4.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очная	16 лет / 04	713.0	399.0	1068.0	447.0	1.0	1.0	238.0	127.0	285.0	155.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очная	17 лет / 05	12669.0	6402.0	15987.0	7127.0	0.0	0.0	3536.0	1657.0	3572.0	1647.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очная	18 лет / 06	54296.0	26219.0	65538.0	32413.0	2.0	2.0	11989.0	5288.0	14965.0	6687.0	0.0	0.0	3.0	1.0	4.0	2.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очная	19 лет / 07	11132.0	5904.0	69468.0	35166.0	15.0	9.0	3846.0	2446.0	16109.0	8438.0	0.0	0.0	10.0	4.0	15.0	7.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очная	20 лет / 08	4470.0	2000.0	67893.0	34959.0	1342.0	707.0	1676.0	958.0	17616.0	8930.0	4.0	3.0	583.0	289.0	748.0	337.0	1.0	0.0
г.Москва	Государственные, Муниципальные; очная	21 лет / 09	2210.0	919.0	54325.0	28258.0	12983.0	7183.0	862.0	436.0	17088.0	8880.0	134.0	77.0	6205.0	2771.0	7689.0	3306.0	7.0	4.0
г.Москва	Государственные, Муниципальные; очная	22 лет / 10	957.0	356.0	19538.0	9716.0	29522.0	16179.0	483.0	263.0	15306.0	7998.0	1328.0	743.0	18539.0	7815.0	23504.0	9992.0	828.0	413.0
г.Москва	Государственные, Муниципальные; очная	23 лет / 11	328.0	114.0	7181.0	3128.0	7886.0	4439.0	239.0	121.0	9745.0	5108.0	4708.0	2462.0	5340.0	2588.0	18166.0	8248.0	5823.0	2840.0
г.Москва	Государственные, Муниципальные; очная	24 лет / 12	187.0	74.0	3309.0	1287.0	2683.0	1331.0	139.0	83.0	5432.0	2791.0	4559.0	2191.0	2146.0	1046.0	7831.0	3628.0	10963.0	5409.0
г.Москва	Государственные, Муниципальные; очная	25 лет / 13	116.0	44.0	1558.0	620.0	1128.0	519.0	103.0	54.0	2407.0	1174.0	2119.0	1259.0	1288.0	587.0	3662.0	1672.0	3714.0	1993.0
г.Москва	Государственные, Муниципальные; очная	26 лет / 14	81.0	23.0	768.0	261.0	502.0	213.0	51.0	26.0	1445.0	709.0	863.0	492.0	798.0	355.0	2022.0	892.0	1616.0	824.0
г.Москва	Государственные, Муниципальные; очная	27 лет / 15	43.0	15.0	404.0	159.0	210.0	84.0	43.0	22.0	794.0	377.0	416.0	205.0	566.0	263.0	1288.0	593.0	871.0	400.0
г.Москва	Государственные, Муниципальные; очная	28 лет / 16	56.0	18.0	285.0	89.0	116.0	50.0	39.0	22.0	519.0	256.0	232.0	117.0	511.0	238.0	985.0	465.0	507.0	230.0
г.Москва	Государственные, Муниципальные; очная	29 лет / 17	34.0	12.0	164.0	64.0	58.0	25.0	34.0	19.0	327.0	164.0	100.0	51.0	399.0	193.0	783.0	393.0	310.0	149.0
г.Москва	Государственные, Муниципальные; очная	30-34 года / 18	123.0	45.0	455.0	167.0	123.0	43.0	74.0	33.0	771.0	392.0	214.0	116.0	1940.0	951.0	3250.0	1674.0	1001.0	536.0
г.Москва	Государственные, Муниципальные; очная	35-39 лет / 19	75.0	24.0	241.0	99.0	53.0	26.0	42.0	26.0	276.0	147.0	37.0	26.0	1650.0	919.0	2714.0	1554.0	712.0	378.0
г.Москва	Государственные, Муниципальные; очная	40 лет и старше / 20	46.0	26.0	166.0	90.0	38.0	27.0	29.0	16.0	178.0	104.0	24.0	14.0	1935.0	1217.0	3097.0	1955.0	861.0	558.0
г.Москва	Государственные, Муниципальные; очная	Всего / 01	87557.0	42604.0	308374.0	154063.0	56662.0	30838.0	23429.0	11599.0	106840.0	53960.0	14739.0	7756.0	41913.0	19237.0	75759.0	34718.0	27214.0	13734.0
г.Москва	Государственные, Муниципальные; очная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	2.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очно-заочная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очно-заочная	16 лет / 04	15.0	12.0	22.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очно-заочная	17 лет / 05	333.0	256.0	434.0	342.0	0.0	0.0	14.0	10.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очно-заочная	18 лет / 06	2007.0	1622.0	2483.0	1963.0	0.0	0.0	74.0	61.0	81.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очно-заочная	19 лет / 07	1906.0	1430.0	4198.0	3228.0	0.0	0.0	73.0	49.0	168.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очно-заочная	20 лет / 08	1656.0	1002.0	5060.0	3697.0	3.0	3.0	82.0	31.0	214.0	132.0	0.0	0.0	8.0	2.0	20.0	11.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очно-заочная	21 лет / 09	843.0	425.0	4993.0	3543.0	55.0	31.0	63.0	22.0	305.0	179.0	0.0	0.0	170.0	131.0	212.0	162.0	0.0	0.0
г.Москва	Государственные, Муниципальные; очно-заочная	22 лет / 10	519.0	231.0	4379.0	2898.0	445.0	330.0	32.0	18.0	341.0	218.0	2.0	2.0	735.0	538.0	884.0	633.0	2.0	2.0
г.Москва	Государственные, Муниципальные; очно-заочная	23 лет / 11	313.0	152.0	2580.0	1515.0	1129.0	936.0	16.0	6.0	288.0	165.0	27.0	22.0	458.0	325.0	1172.0	874.0	29.0	22.0
г.Москва	Государственные, Муниципальные; очно-заочная	24 лет / 12	170.0	64.0	1730.0	867.0	978.0	712.0	14.0	7.0	223.0	112.0	27.0	22.0	270.0	182.0	1196.0	883.0	214.0	158.0
г.Москва	Государственные, Муниципальные; очно-заочная	25 лет / 13	122.0	40.0	1022.0	502.0	535.0	326.0	13.0	8.0	172.0	79.0	48.0	34.0	210.0	118.0	710.0	476.0	576.0	423.0
г.Москва	Государственные, Муниципальные; очно-заочная	26 лет / 14	104.0	43.0	658.0	302.0	281.0	131.0	10.0	7.0	141.0	60.0	52.0	20.0	145.0	71.0	466.0	290.0	310.0	223.0
г.Москва	Государственные, Муниципальные; очно-заочная	27 лет / 15	67.0	25.0	457.0	213.0	154.0	79.0	5.0	2.0	78.0	34.0	49.0	19.0	134.0	69.0	376.0	226.0	192.0	124.0
г.Москва	Государственные, Муниципальные; очно-заочная	28 лет / 16	71.0	28.0	303.0	129.0	118.0	58.0	2.0	1.0	52.0	28.0	18.0	7.0	107.0	49.0	302.0	167.0	127.0	75.0
г.Москва	Государственные, Муниципальные; очно-заочная	29 лет / 17	54.0	25.0	256.0	110.0	82.0	38.0	7.0	4.0	38.0	20.0	17.0	5.0	106.0	46.0	278.0	144.0	81.0	48.0
г.Москва	Государственные, Муниципальные; очно-заочная	30-34 года / 18	240.0	116.0	945.0	478.0	263.0	138.0	18.0	9.0	151.0	81.0	36.0	26.0	383.0	200.0	1102.0	550.0	330.0	177.0
г.Москва	Государственные, Муниципальные; очно-заочная	35-39 лет / 19	176.0	95.0	571.0	313.0	148.0	76.0	14.0	8.0	67.0	42.0	27.0	15.0	418.0	228.0	996.0	567.0	307.0	155.0
г.Москва	Государственные, Муниципальные; очно-заочная	40 лет и старше / 20	149.0	77.0	595.0	356.0	121.0	66.0	14.0	6.0	72.0	40.0	18.0	9.0	505.0	299.0	1263.0	840.0	509.0	306.0
г.Москва	Государственные, Муниципальные; очно-заочная	Всего / 01	8746.0	5644.0	30688.0	20476.0	4312.0	2924.0	451.0	249.0	2401.0	1376.0	321.0	181.0	3668.0	2258.0	8977.0	5823.0	2677.0	1713.0
г.Москва	Государственные, Муниципальные; очно-заочная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	1.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Частные	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Частные	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Частные	17 лет / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Частные	18 лет / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Частные	19 лет / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Частные	20 лет / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Частные	21 лет / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Частные	22 лет / 10	0.0	0.0	0.0	0.0	31.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	Частные	23 лет / 11	0.0	0.0	0.0	0.0	41.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
г.Москва	Частные	24 лет / 12	0.0	0.0	0.0	0.0	83.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0
г.Москва	Частные	25 лет / 13	0.0	0.0	0.0	0.0	37.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0
г.Москва	Частные	26 лет / 14	0.0	0.0	0.0	0.0	26.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	15.0
г.Москва	Частные	27 лет / 15	0.0	0.0	0.0	0.0	81.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0
г.Москва	Частные	28 лет / 16	0.0	0.0	0.0	0.0	66.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	7.0
г.Москва	Частные	29 лет / 17	0.0	0.0	0.0	0.0	65.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	9.0
г.Москва	Частные	30-34 года / 18	0.0	0.0	0.0	0.0	236.0	50.0	0.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0
г.Москва	Частные	35-39 лет / 19	0.0	0.0	0.0	0.0	63.0	34.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0
г.Москва	Частные	40 лет и старше / 20	0.0	0.0	0.0	0.0	45.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
г.Москва	Частные	Всего / 01	0.0	0.0	0.0	0.0	774.0	443.0	0.0	0.0	0.0	0.0	11.0	6.0	0.0	0.0	0.0	0.0	56.0	46.0
г.Москва	Частные	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	заочная; Частные	15 лет / 03	0.0	0.0	1.0	1.0	0.0	0.0	4.0	4.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	заочная; Частные	16 лет / 04	4.0	2.0	22.0	12.0	0.0	0.0	4.0	2.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	заочная; Частные	17 лет / 05	151.0	101.0	244.0	152.0	0.0	0.0	48.0	36.0	48.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	заочная; Частные	18 лет / 06	693.0	535.0	1228.0	786.0	0.0	0.0	238.0	189.0	247.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	заочная; Частные	19 лет / 07	1229.0	854.0	2422.0	1836.0	0.0	0.0	247.0	170.0	442.0	321.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	заочная; Частные	20 лет / 08	1841.0	1240.0	4587.0	3485.0	8.0	3.0	246.0	134.0	583.0	406.0	0.0	0.0	8.0	6.0	11.0	7.0	1.0	1.0
г.Москва	заочная; Частные	21 лет / 09	1565.0	925.0	5448.0	3876.0	150.0	103.0	178.0	96.0	714.0	468.0	0.0	0.0	141.0	95.0	150.0	100.0	0.0	0.0
г.Москва	заочная; Частные	22 лет / 10	1081.0	569.0	6639.0	4028.0	1034.0	736.0	145.0	55.0	769.0	476.0	12.0	2.0	419.0	272.0	494.0	304.0	2.0	1.0
г.Москва	заочная; Частные	23 лет / 11	852.0	401.0	6118.0	3539.0	2517.0	1581.0	75.0	24.0	754.0	447.0	49.0	34.0	444.0	284.0	723.0	458.0	26.0	20.0
г.Москва	заочная; Частные	24 лет / 12	717.0	333.0	5233.0	2973.0	3071.0	1939.0	69.0	29.0	591.0	319.0	123.0	89.0	327.0	183.0	845.0	515.0	237.0	168.0
г.Москва	заочная; Частные	25 лет / 13	581.0	250.0	4536.0	2094.0	2533.0	1415.0	48.0	11.0	376.0	173.0	70.0	45.0	297.0	141.0	728.0	427.0	397.0	259.0
г.Москва	заочная; Частные	26 лет / 14	534.0	236.0	3143.0	1640.0	2149.0	1109.0	46.0	26.0	244.0	107.0	51.0	21.0	232.0	121.0	620.0	327.0	327.0	201.0
г.Москва	заочная; Частные	27 лет / 15	463.0	186.0	2647.0	1358.0	1785.0	939.0	23.0	8.0	161.0	59.0	28.0	10.0	207.0	99.0	583.0	315.0	285.0	161.0
г.Москва	заочная; Частные	28 лет / 16	446.0	196.0	2753.0	1187.0	1435.0	664.0	22.0	6.0	122.0	39.0	17.0	5.0	201.0	102.0	508.0	256.0	260.0	167.0
г.Москва	заочная; Частные	29 лет / 17	432.0	189.0	2308.0	1115.0	1324.0	663.0	19.0	8.0	93.0	41.0	16.0	3.0	152.0	75.0	395.0	214.0	212.0	117.0
г.Москва	заочная; Частные	30-34 года / 18	1825.0	901.0	8513.0	4882.0	4884.0	2468.0	99.0	49.0	389.0	192.0	45.0	23.0	661.0	386.0	1688.0	1024.0	831.0	470.0
г.Москва	заочная; Частные	35-39 лет / 19	1583.0	847.0	7481.0	4499.0	4062.0	2259.0	60.0	29.0	232.0	114.0	24.0	15.0	574.0	362.0	1806.0	1047.0	786.0	488.0
г.Москва	заочная; Частные	40 лет и старше / 20	1495.0	792.0	7758.0	5058.0	4950.0	3082.0	46.0	20.0	158.0	72.0	14.0	7.0	731.0	426.0	2352.0	1516.0	1199.0	714.0
г.Москва	заочная; Частные	Всего / 01	15493.0	8558.0	71081.0	42521.0	29902.0	16961.0	1619.0	897.0	5942.0	3469.0	449.0	254.0	4394.0	2552.0	10903.0	6510.0	4563.0	2767.0
г.Москва	заочная; Частные	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	очная; Частные	15 лет / 03	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	очная; Частные	16 лет / 04	4.0	2.0	3.0	2.0	0.0	0.0	1.0	0.0	113.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	очная; Частные	17 лет / 05	952.0	520.0	1270.0	656.0	0.0	0.0	243.0	149.0	598.0	276.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	очная; Частные	18 лет / 06	4772.0	2445.0	5808.0	2930.0	10.0	5.0	1272.0	694.0	1360.0	796.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	очная; Частные	19 лет / 07	1679.0	806.0	6398.0	3235.0	11.0	2.0	378.0	229.0	1322.0	757.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
г.Москва	очная; Частные	20 лет / 08	966.0	416.0	5993.0	3011.0	47.0	26.0	190.0	111.0	1240.0	711.0	2.0	0.0	6.0	1.0	8.0	1.0	0.0	0.0
г.Москва	очная; Частные	21 лет / 09	562.0	169.0	4491.0	2226.0	816.0	440.0	99.0	59.0	1033.0	582.0	27.0	18.0	191.0	40.0	319.0	87.0	0.0	0.0
г.Москва	очная; Частные	22 лет / 10	397.0	81.0	2363.0	957.0	1654.0	883.0	57.0	32.0	636.0	352.0	210.0	109.0	1051.0	192.0	1102.0	256.0	5.0	3.0
г.Москва	очная; Частные	23 лет / 11	234.0	42.0	1120.0	382.0	844.0	465.0	37.0	22.0	385.0	220.0	360.0	168.0	479.0	81.0	1014.0	239.0	164.0	67.0
г.Москва	очная; Частные	24 лет / 12	203.0	29.0	597.0	186.0	379.0	161.0	23.0	12.0	191.0	101.0	108.0	66.0	290.0	69.0	641.0	173.0	334.0	132.0
г.Москва	очная; Частные	25 лет / 13	158.0	17.0	345.0	86.0	203.0	67.0	23.0	12.0	150.0	92.0	31.0	19.0	240.0	51.0	433.0	125.0	166.0	61.0
г.Москва	очная; Частные	26 лет / 14	134.0	11.0	274.0	54.0	61.0	28.0	22.0	12.0	91.0	52.0	25.0	9.0	187.0	21.0	308.0	89.0	82.0	37.0
г.Москва	очная; Частные	27 лет / 15	109.0	12.0	213.0	39.0	19.0	6.0	34.0	17.0	76.0	37.0	9.0	5.0	173.0	23.0	280.0	91.0	81.0	20.0
г.Москва	очная; Частные	28 лет / 16	87.0	4.0	172.0	30.0	14.0	7.0	21.0	9.0	67.0	34.0	8.0	4.0	171.0	24.0	232.0	67.0	46.0	29.0
г.Москва	очная; Частные	29 лет / 17	87.0	10.0	177.0	24.0	20.0	11.0	15.0	7.0	61.0	30.0	2.0	1.0	101.0	12.0	215.0	79.0	30.0	15.0
г.Москва	очная; Частные	30-34 года / 18	310.0	26.0	311.0	88.0	34.0	16.0	70.0	39.0	187.0	121.0	8.0	6.0	433.0	57.0	404.0	135.0	60.0	38.0
г.Москва	очная; Частные	35-39 лет / 19	141.0	13.0	170.0	34.0	29.0	10.0	57.0	45.0	131.0	97.0	2.0	2.0	288.0	48.0	301.0	118.0	55.0	37.0
г.Москва	очная; Частные	40 лет и старше / 20	95.0	9.0	183.0	41.0	19.0	7.0	52.0	42.0	161.0	130.0	0.0	0.0	267.0	66.0	351.0	150.0	63.0	53.0
г.Москва	очная; Частные	Всего / 01	10891.0	4613.0	29889.0	13982.0	4160.0	2134.0	2594.0	1491.0	7803.0	4445.0	793.0	407.0	3878.0	685.0	5609.0	1610.0	1086.0	492.0
г.Москва	очная; Частные	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	очно-заочная; Частные	15 лет / 03	1.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	очно-заочная; Частные	16 лет / 04	10.0	5.0	9.0	5.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	очно-заочная; Частные	17 лет / 05	401.0	232.0	528.0	293.0	0.0	0.0	28.0	23.0	25.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	очно-заочная; Частные	18 лет / 06	2205.0	1369.0	3443.0	1806.0	0.0	0.0	58.0	46.0	65.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	очно-заочная; Частные	19 лет / 07	3216.0	2150.0	5763.0	3265.0	1.0	0.0	18.0	10.0	70.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	очно-заочная; Частные	20 лет / 08	3999.0	2601.0	6808.0	3996.0	11.0	5.0	19.0	10.0	91.0	63.0	0.0	0.0	0.0	0.0	19.0	1.0	0.0	0.0
г.Москва	очно-заочная; Частные	21 лет / 09	3472.0	1655.0	7490.0	3979.0	86.0	44.0	8.0	1.0	90.0	62.0	0.0	0.0	18.0	7.0	24.0	13.0	0.0	0.0
г.Москва	очно-заочная; Частные	22 лет / 10	2629.0	1164.0	7249.0	3834.0	684.0	365.0	7.0	1.0	76.0	46.0	1.0	1.0	78.0	52.0	92.0	70.0	0.0	0.0
г.Москва	очно-заочная; Частные	23 лет / 11	1636.0	680.0	5221.0	2586.0	1274.0	746.0	5.0	1.0	74.0	39.0	4.0	3.0	89.0	53.0	173.0	120.0	3.0	2.0
г.Москва	очно-заочная; Частные	24 лет / 12	1394.0	542.0	4515.0	1941.0	1497.0	751.0	1.0	1.0	35.0	23.0	17.0	16.0	57.0	24.0	143.0	88.0	13.0	8.0
г.Москва	очно-заочная; Частные	25 лет / 13	1236.0	539.0	3635.0	1732.0	1243.0	534.0	3.0	2.0	27.0	13.0	7.0	6.0	65.0	27.0	143.0	97.0	39.0	25.0
г.Москва	очно-заочная; Частные	26 лет / 14	945.0	352.0	2634.0	1182.0	942.0	318.0	2.0	1.0	15.0	2.0	7.0	5.0	57.0	24.0	110.0	74.0	22.0	15.0
г.Москва	очно-заочная; Частные	27 лет / 15	860.0	349.0	2297.0	1036.0	711.0	214.0	2.0	1.0	10.0	4.0	5.0	4.0	59.0	31.0	125.0	90.0	15.0	9.0
г.Москва	очно-заочная; Частные	28 лет / 16	821.0	329.0	1892.0	917.0	546.0	171.0	0.0	0.0	2.0	2.0	2.0	1.0	58.0	25.0	128.0	82.0	12.0	7.0
г.Москва	очно-заочная; Частные	29 лет / 17	687.0	292.0	1706.0	903.0	468.0	130.0	1.0	0.0	4.0	1.0	2.0	1.0	50.0	17.0	98.0	65.0	10.0	7.0
г.Москва	очно-заочная; Частные	30-34 года / 18	3388.0	1588.0	7595.0	3235.0	1692.0	591.0	2.0	1.0	11.0	7.0	8.0	3.0	253.0	174.0	557.0	447.0	36.0	16.0
г.Москва	очно-заочная; Частные	35-39 лет / 19	2822.0	1529.0	6304.0	2843.0	1128.0	443.0	4.0	1.0	7.0	3.0	4.0	2.0	292.0	216.0	617.0	504.0	28.0	16.0
г.Москва	очно-заочная; Частные	40 лет и старше / 20	2463.0	1379.0	5360.0	2866.0	949.0	416.0	2.0	1.0	9.0	4.0	2.0	2.0	295.0	226.0	733.0	571.0	52.0	36.0
г.Москва	очно-заочная; Частные	Всего / 01	32190.0	16757.0	72455.0	36421.0	11232.0	4728.0	162.0	100.0	613.0	396.0	59.0	44.0	1371.0	876.0	2962.0	2222.0	230.0	141.0
г.Москва	очно-заочная; Частные	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	16 лет / 04	5.0	3.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	17 лет / 05	61.0	50.0	40.0	31.0	0.0	0.0	16.0	12.0	19.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	18 лет / 06	674.0	443.0	560.0	457.0	0.0	0.0	118.0	84.0	156.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	19 лет / 07	899.0	632.0	1460.0	1120.0	0.0	0.0	193.0	123.0	316.0	221.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	20 лет / 08	1491.0	978.0	3351.0	2370.0	11.0	0.0	330.0	157.0	477.0	300.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	21 лет / 09	1296.0	704.0	4551.0	3044.0	41.0	9.0	298.0	106.0	741.0	375.0	8.0	6.0	120.0	80.0	137.0	102.0	0.0	0.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	22 лет / 10	844.0	400.0	5312.0	3210.0	147.0	121.0	220.0	61.0	828.0	353.0	35.0	15.0	702.0	503.0	804.0	542.0	0.0	0.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	23 лет / 11	455.0	198.0	4777.0	2716.0	725.0	639.0	149.0	21.0	851.0	337.0	57.0	28.0	538.0	394.0	1181.0	883.0	2.0	1.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	24 лет / 12	279.0	128.0	4048.0	2118.0	1026.0	787.0	107.0	14.0	882.0	285.0	122.0	77.0	375.0	250.0	1464.0	1094.0	202.0	161.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	25 лет / 13	194.0	76.0	2843.0	1306.0	1159.0	761.0	71.0	7.0	736.0	217.0	117.0	60.0	305.0	180.0	981.0	617.0	751.0	593.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	26 лет / 14	167.0	69.0	1894.0	745.0	810.0	448.0	50.0	10.0	577.0	167.0	92.0	43.0	201.0	122.0	660.0	410.0	347.0	252.0
г.Санкт-Петербург	Государственные, Муниципальные; заочная	27 лет / 15	140.0	56.0	1179.0	491.0	641.0	302.0	45.0	3.0	410.0	103.0	102.0	34.0	162.0	81.0	501.0	269.0	218.0	141.0
