region	tags	indicator	Программы бакалавриата / Принято / 3	Программы бакалавриата / из них принято в пределах квоты приема лиц, имеющих особое право / 4	Программы бакалавриата / Численность студентов / 5	Программы бакалавриата / Выпуск / 6	Программы специалитета / Принято / 7	Программы специалитета / из них принято в пределах квоты приема лиц, имеющих особое право / 8	Программы специалитета / Численность студентов / 9	Программы специалитета / Выпуск / 10	Программы магистратуры / Принято / 11	Программы магистратуры / Численность студентов / 12	Программы магистратуры / Выпуск / 13
Тульская область	Государственные, Муниципальные; заочная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Тульская область	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «инвалид» / 12	0.0										
Тульская область	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Тульская область	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	0.0										
Тульская область	Государственные, Муниципальные; заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; заочная	из них: инвалиды / 02	6.0	6.0	28.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Тульская область	Государственные, Муниципальные; очная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	18.0	17.0	15.0	3.0	9.0	6.0	4.0	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	16.0	15.0	63.0	4.0	1.0	1.0	4.0	2.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	15.0	14.0	62.0	4.0	1.0	1.0	4.0	2.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очная	Инвалиды (кроме учтенных в стр. 02) / 04	21.0	19.0	76.0	5.0	4.0	4.0	24.0	4.0	0.0	3.0	0.0
Тульская область	Государственные, Муниципальные; очная	Студенты с ограниченными возможностями здоровья / 01	18.0	17.0	72.0	6.0	1.0	1.0	5.0	2.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Тульская область	Государственные, Муниципальные; очная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Тульская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «инвалид» / 12	6.0										
Тульская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	7.0										
Тульская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	20.0										
Тульская область	Государственные, Муниципальные; очная	дети-инвалиды / 03	3.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очная	из них: инвалиды / 02	15.0	14.0	66.0	6.0	1.0	1.0	5.0	2.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очно-заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Тульская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Тульская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очно-заочная	Инвалиды (кроме учтенных в стр. 02) / 04	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очно-заочная	Студенты с ограниченными возможностями здоровья / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Тульская область	Государственные, Муниципальные; очно-заочная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Тульская область	Государственные, Муниципальные; очно-заочная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Тульская область	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «инвалид» / 12	0.0										
Тульская область	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Тульская область	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	0.0										
Тульская область	Государственные, Муниципальные; очно-заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очно-заочная	из них: инвалиды / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Тульская область	заочная; Частные	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	заочная; Частные	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	заочная; Частные	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	заочная; Частные	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	заочная; Частные	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	заочная; Частные	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	заочная; Частные	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	заочная; Частные	Студенты с ограниченными возможностями здоровья / 01	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	заочная; Частные	дети-инвалиды / 03	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	заочная; Частные	из них: инвалиды / 02	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	Студенты с ограниченными возможностями здоровья / 01	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	из них: инвалиды / 02	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	Студенты с ограниченными возможностями здоровья / 01	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	дети-инвалиды / 03	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	из них: инвалиды / 02	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; заочная	Инвалиды (кроме учтенных в стр. 02) / 04	3.0	3.0	15.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; заочная	Студенты с ограниченными возможностями здоровья / 01	2.0	0.0	11.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Тюменская область	Государственные, Муниципальные; заочная	дети-инвалиды / 03	2.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; заочная	из них: инвалиды / 02	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Тюменская область	Государственные, Муниципальные; очная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	9.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; очная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; очная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; очная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; очная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; очная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; очная	Инвалиды (кроме учтенных в стр. 02) / 04	22.0	20.0	70.0	8.0	2.0	2.0	10.0	2.0	1.0	2.0	1.0
Тюменская область	Государственные, Муниципальные; очная	Студенты с ограниченными возможностями здоровья / 01	40.0	30.0	83.0	8.0	22.0	18.0	44.0	7.0	0.0	4.0	2.0
Тюменская область	Государственные, Муниципальные; очная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	2.0										
Тюменская область	Государственные, Муниципальные; очная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Тюменская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «инвалид» / 12	23.0										
Тюменская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	7.0										
Тюменская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	10.0										
Тюменская область	Государственные, Муниципальные; очная	дети-инвалиды / 03	10.0	9.0	14.0	0.0	7.0	7.0	7.0	0.0	0.0	0.0	0.0
Тюменская область	Государственные, Муниципальные; очная	из них: инвалиды / 02	30.0	21.0	69.0	8.0	15.0	11.0	37.0	7.0	0.0	4.0	2.0
Удмуртская Республика	Государственные, Муниципальные; заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; заочная	Инвалиды (кроме учтенных в стр. 02) / 04	1.0	1.0	9.0	1.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; заочная	Студенты с ограниченными возможностями здоровья / 01	8.0	7.0	23.0	1.0	1.0	0.0	2.0	1.0	1.0	7.0	2.0
Удмуртская Республика	Государственные, Муниципальные; заочная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Удмуртская Республика	Государственные, Муниципальные; заочная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Удмуртская Республика	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «инвалид» / 12	0.0										
Удмуртская Республика	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Удмуртская Республика	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	0.0										
Удмуртская Республика	Государственные, Муниципальные; заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; заочная	из них: инвалиды / 02	8.0	7.0	23.0	1.0	1.0	0.0	2.0	1.0	1.0	7.0	2.0
Удмуртская Республика	Государственные, Муниципальные; очная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	2.0	2.0	1.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очная	Инвалиды (кроме учтенных в стр. 02) / 04	11.0	11.0	51.0	11.0	12.0	3.0	36.0	5.0	0.0	4.0	2.0
Удмуртская Республика	Государственные, Муниципальные; очная	Студенты с ограниченными возможностями здоровья / 01	41.0	32.0	98.0	13.0	3.0	3.0	12.0	0.0	8.0	11.0	1.0
Удмуртская Республика	Государственные, Муниципальные; очная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Удмуртская Республика	Государственные, Муниципальные; очная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Удмуртская Республика	Государственные, Муниципальные; очная	Численность студентов, утративших статус «инвалид» / 12	3.0										
Удмуртская Республика	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	2.0										
Удмуртская Республика	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	5.0										
Удмуртская Республика	Государственные, Муниципальные; очная	дети-инвалиды / 03	9.0	8.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очная	из них: инвалиды / 02	32.0	24.0	96.0	13.0	2.0	2.0	12.0	0.0	0.0	11.0	1.0
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Инвалиды (кроме учтенных в стр. 02) / 04	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Студенты с ограниченными возможностями здоровья / 01	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «инвалид» / 12	0.0										
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	1.0										
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Государственные, Муниципальные; очно-заочная	из них: инвалиды / 02	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
Ульяновская область	Государственные, Муниципальные; заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Государственные, Муниципальные; заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Государственные, Муниципальные; заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Государственные, Муниципальные; заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Государственные, Муниципальные; заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Государственные, Муниципальные; заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Государственные, Муниципальные; заочная	Инвалиды (кроме учтенных в стр. 02) / 04	7.0	7.0	26.0	8.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Ульяновская область	Государственные, Муниципальные; заочная	Студенты с ограниченными возможностями здоровья / 01	5.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0
Ульяновская область	Государственные, Муниципальные; заочная	дети-инвалиды / 03	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Государственные, Муниципальные; заочная	из них: инвалиды / 02	5.0	0.0	16.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0
Ульяновская область	Государственные, Муниципальные; очная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Государственные, Муниципальные; очная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Государственные, Муниципальные; очная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
