region	tags	indicator	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 3	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 4	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 5	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / принято / 6	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 7	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 8	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 9	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / принято / 10
Чувашская Республика	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	74.0	9.0	21.0	3.0	31.0	5.0	13.0	3.0
Чувашская Республика	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	1063.0	301.0	110.0	28.0	310.0	40.0	250.0	150.0
Чувашская Республика	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	15.0	2.0	0.0	0.0	8.0	8.0
Чувашская Республика	Государственные, Муниципальные; очная	из строки 03 – выпускники:  общеобразовательных организаций / 04	12702.0	1395.0	1808.0	212.0	3427.0	432.0	1457.0	337.0
Чувашская Республика	Государственные, Муниципальные; очная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	192.0	43.0	29.0	7.0	54.0	8.0	18.0	3.0
Чувашская Республика	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	1691.0	465.0	194.0	72.0	454.0	56.0	338.0	203.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	0.0	0.0	2472.0	1235.0	0.0	0.0	220.0	83.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  среднего общего / 02	0.0	0.0	939.0	221.0	0.0	0.0	132.0	44.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	13.0	9.0	0.0	0.0	5.0	2.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	16.0	4.0	0.0	0.0	10.0	4.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	0.0	0.0	823.0	165.0	0.0	0.0	113.0	37.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	26.0	8.0	0.0	0.0	4.0	3.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	0.0	0.0	676.0	379.0	0.0	0.0	29.0	6.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	из строки 03 – выпускники:  общеобразовательных организаций / 04	0.0	0.0	823.0	165.0	0.0	0.0	113.0	37.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	0.0	0.0	89.0	53.0	0.0	0.0	8.0	3.0
Чувашская Республика	Государственные, Муниципальные; очно-заочная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	0.0	0.0	1415.0	948.0	0.0	0.0	64.0	29.0
Чувашская Республика	заочная; Частные	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	0.0	0.0	135.0	116.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	в том числе поступали на базе образования:  среднего общего / 02	0.0	0.0	62.0	51.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	21.0	17.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	0.0	0.0	62.0	51.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	26.0	23.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	0.0	0.0	12.0	10.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	из строки 03 – выпускники:  общеобразовательных организаций / 04	0.0	0.0	62.0	51.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	0.0	0.0	26.0	23.0	0.0	0.0	0.0	0.0
Чувашская Республика	заочная; Частные	среднего профессионального по программам подготовки  специалистов среднего звена / 10	0.0	0.0	23.0	22.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	63.0	33.0	407.0	253.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	в том числе поступали на базе образования:  среднего общего / 02	39.0	9.0	247.0	116.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	39.0	9.0	245.0	114.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	24.0	24.0	144.0	126.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	из строки 03 – выпускники:  общеобразовательных организаций / 04	39.0	9.0	245.0	114.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0
Чувашская Республика	очная; Частные	среднего профессионального по программам подготовки  специалистов среднего звена / 10	24.0	24.0	144.0	126.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	0.0	0.0	498.0	414.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	в том числе поступали на базе образования:  среднего общего / 02	0.0	0.0	118.0	75.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	0.0	0.0	111.0	70.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	0.0	0.0	214.0	160.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	из строки 03 – выпускники:  общеобразовательных организаций / 04	0.0	0.0	111.0	70.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	0.0	0.0	11.0	6.0	0.0	0.0	0.0	0.0
Чувашская Республика	очно-заочная; Частные	среднего профессионального по программам подготовки  специалистов среднего звена / 10	0.0	0.0	360.0	325.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	0.0	0.0	27.0	17.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  среднего общего / 02	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	из строки 03 – выпускники:  общеобразовательных организаций / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; заочная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	0.0	0.0	19.0	10.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	21.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  среднего общего / 02	7.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	из строки 03 – выпускники:  общеобразовательных организаций / 04	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	2341.0	425.0	1877.0	743.0	48.0	21.0	68.0	33.0
Ярославская область	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  среднего общего / 02	1005.0	110.0	541.0	138.0	11.0	3.0	48.0	27.0
Ярославская область	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	13.0	5.0	0.0	0.0	1.0	1.0
Ярославская область	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Ярославская область	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	28.0	9.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; заочная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; заочная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	634.0	49.0	350.0	80.0	0.0	0.0	17.0	10.0
Ярославская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	12.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	562.0	153.0	518.0	115.0	11.0	3.0	5.0	0.0
Ярославская область	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; заочная	из строки 03 – выпускники:  общеобразовательных организаций / 04	634.0	49.0	350.0	80.0	0.0	0.0	17.0	10.0
Ярославская область	Государственные, Муниципальные; заочная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; заочная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	112.0	48.0	237.0	26.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; заочная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	1224.0	267.0	1058.0	565.0	37.0	18.0	18.0	4.0
Ярославская область	Государственные, Муниципальные; очная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	27857.0	2530.0	6444.0	919.0	7234.0	629.0	3297.0	201.0
Ярославская область	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  среднего общего / 02	26712.0	2172.0	6168.0	885.0	7044.0	599.0	3149.0	191.0
Ярославская область	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	0.0	0.0	0.0	0.0	69.0	4.0
Ярославская область	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	56.0	1.0	0.0	0.0	4.0	0.0
Ярославская область	Государственные, Муниципальные; очная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	24774.0	1947.0	5877.0	831.0	5937.0	485.0	2497.0	151.0
Ярославская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	105.0	11.0	28.0	1.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	598.0	140.0	157.0	30.0	111.0	13.0	40.0	0.0
Ярославская область	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	0.0	0.0	0.0	0.0	22.0	2.0
Ярославская область	Государственные, Муниципальные; очная	из строки 03 – выпускники:  общеобразовательных организаций / 04	24774.0	1947.0	5877.0	831.0	5937.0	485.0	2497.0	151.0
Ярославская область	Государственные, Муниципальные; очная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	166.0	45.0	30.0	1.0	2.0	2.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	979.0	313.0	190.0	32.0	188.0	28.0	75.0	6.0
Ярославская область	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	188.0	46.0	435.0	104.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  среднего общего / 02	134.0	27.0	201.0	22.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очно-заочная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очно-заочная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	104.0	22.0	173.0	16.0	0.0	0.0	0.0	0.0
Ярославская область	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
