region	tags	indicator	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 3	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 4	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / из них лиц, имеющих преимущест-венное право зачисления / 5	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 6	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / принято / 7	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / из них лиц, имеющих преимущест-венное право зачисления / 8	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 9	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 10	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / из них лиц, имеющих преимущест-венное право зачисления / 11	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 12	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / принято / 13	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / из них лиц, имеющих преимущест-венное право зачисления / 14
Самарская область	очная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	11.0	4.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0
Самарская область	очная; Частные	на места в рамках квоты приема на целевое обучение / 13	1.0	1.0	0.0	0.0	0.0	0.0	8.0	6.0	0.0	0.0	0.0	0.0
Самарская область	очная; Частные	на места по общему конкурсу / 14	547.0	59.0	0.0	890.0	285.0	0.0	421.0	32.0	0.0	1324.0	563.0	0.0
Самарская область	очная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	37.0	15.0	0.0	110.0	73.0	0.0	39.0	3.0	0.0	708.0	479.0	0.0
Самарская область	очная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	39.0	18.0	0.0	0.0	0.0	0.0	15.0	8.0	0.0
Самарская область	очно-заочная; Частные	Всего (сумма строк 02, 16) / 01	32.0	14.0	0.0	469.0	284.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Самарская область	очно-заочная; Частные	Второе высшее образование / 16	0.0	0.0	0.0	16.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	32.0	14.0	0.0	453.0	275.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Самарская область	очно-заочная; Частные	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	19.0	6.0	0.0	71.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	очно-заочная; Частные	на места по общему конкурсу / 14	32.0	14.0	1.0	453.0	275.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Самарская область	очно-заочная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	13.0	8.0	0.0	338.0	206.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Самарская область	очно-заочная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	44.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 16) / 01	4721.0	750.0	0.0	3927.0	1765.0	0.0	591.0	174.0	0.0	1874.0	1189.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	Второе высшее образование / 16	0.0	0.0	0.0	270.0	183.0	0.0	0.0	0.0	0.0	65.0	42.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	4721.0	750.0	0.0	3657.0	1582.0	0.0	591.0	174.0	0.0	1809.0	1147.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	1637.0	213.0	0.0	788.0	117.0	0.0	209.0	29.0	0.0	354.0	101.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	13.0	5.0	4.0	0.0	0.0	0.0	12.0	3.0	2.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	30.0	8.0	1.0	0.0	0.0	0.0	8.0	4.0	1.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	11.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	35.0	14.0	5.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	на места в пределах квоты приема лиц, имеющих особое право / 08	89.0	30.0	10.0	0.0	0.0	0.0	25.0	9.0	4.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	на места в рамках квоты приема на целевое обучение / 13	33.0	27.0	0.0	0.0	0.0	0.0	8.0	7.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	на места по общему конкурсу / 14	4599.0	693.0	0.0	3657.0	1582.0	0.0	558.0	158.0	0.0	1809.0	1147.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	2838.0	502.0	0.0	2662.0	1409.0	0.0	378.0	144.0	0.0	1354.0	972.0	0.0
Саратовская область	Государственные, Муниципальные; заочная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	246.0	35.0	0.0	207.0	56.0	0.0	4.0	1.0	0.0	101.0	74.0	0.0
Саратовская область	Государственные, Муниципальные; очная	Всего (сумма строк 02, 16) / 01	38958.0	3951.0	0.0	11353.0	2067.0	0.0	11577.0	1638.0	0.0	8954.0	1781.0	0.0
Саратовская область	Государственные, Муниципальные; очная	Второе высшее образование / 16	0.0	0.0	0.0	77.0	3.0	0.0	0.0	0.0	0.0	39.0	3.0	0.0
Саратовская область	Государственные, Муниципальные; очная	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	38958.0	3951.0	0.0	11276.0	2064.0	0.0	11577.0	1638.0	0.0	8915.0	1778.0	0.0
Саратовская область	Государственные, Муниципальные; очная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	35684.0	3120.0	0.0	9319.0	1221.0	0.0	10542.0	1347.0	0.0	7703.0	1291.0	0.0
Саратовская область	Государственные, Муниципальные; очная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	215.0	47.0	2.0	0.0	0.0	0.0	198.0	47.0	1.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	156.0	38.0	0.0	0.0	0.0	0.0	40.0	10.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	189.0	152.0	0.0	74.0	65.0	0.0	31.0	16.0	0.0	24.0	20.0	0.0
Саратовская область	Государственные, Муниципальные; очная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	256.0	88.0	43.0	0.0	0.0	0.0	44.0	11.0	5.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очная	на места в пределах квоты приема лиц, имеющих особое право / 08	629.0	173.0	45.0	0.0	0.0	0.0	283.0	68.0	6.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очная	на места в рамках квоты приема на целевое обучение / 13	594.0	277.0	0.0	0.0	0.0	0.0	696.0	524.0	2.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очная	на места по общему конкурсу / 14	37732.0	3499.0	2.0	11276.0	2064.0	0.0	10598.0	1046.0	4.0	8915.0	1778.0	2.0
Саратовская область	Государственные, Муниципальные; очная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	2528.0	675.0	0.0	1716.0	791.0	0.0	939.0	268.0	0.0	989.0	342.0	0.0
Саратовская область	Государственные, Муниципальные; очная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	746.0	156.0	0.0	241.0	52.0	0.0	96.0	23.0	0.0	223.0	145.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 16) / 01	448.0	68.0	0.0	1938.0	943.0	0.0	0.0	0.0	0.0	36.0	24.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	Второе высшее образование / 16	0.0	0.0	0.0	39.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	448.0	68.0	0.0	1899.0	916.0	0.0	0.0	0.0	0.0	36.0	24.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	395.0	61.0	0.0	722.0	129.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	на места в пределах квоты приема лиц, имеющих особое право / 08	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	на места в рамках квоты приема на целевое обучение / 13	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	на места по общему конкурсу / 14	434.0	63.0	0.0	1898.0	916.0	1.0	0.0	0.0	0.0	36.0	24.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	53.0	7.0	0.0	1172.0	785.0	0.0	0.0	0.0	0.0	28.0	24.0	0.0
Саратовская область	Государственные, Муниципальные; очно-заочная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	Всего (сумма строк 02, 16) / 01	0.0	0.0	0.0	75.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	Второе высшее образование / 16	0.0	0.0	0.0	13.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	0.0	0.0	0.0	62.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	на места по общему конкурсу / 14	0.0	0.0	0.0	62.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	0.0	0.0	0.0	57.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	заочная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очная; Частные	Всего (сумма строк 02, 16) / 01	50.0	35.0	0.0	193.0	122.0	0.0	0.0	0.0	0.0	1026.0	510.0	0.0
Саратовская область	очная; Частные	Второе высшее образование / 16	0.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	47.0	31.0	0.0
Саратовская область	очная; Частные	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	50.0	35.0	0.0	180.0	118.0	0.0	0.0	0.0	0.0	979.0	479.0	0.0
Саратовская область	очная; Частные	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	11.0	9.0	0.0	30.0	19.0	0.0	0.0	0.0	0.0	361.0	50.0	0.0
Саратовская область	очная; Частные	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очная; Частные	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очная; Частные	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очная; Частные	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очная; Частные	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очная; Частные	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очная; Частные	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очная; Частные	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очная; Частные	на места по общему конкурсу / 14	49.0	34.0	0.0	180.0	118.0	0.0	0.0	0.0	0.0	979.0	479.0	0.0
Саратовская область	очная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	27.0	20.0	0.0	100.0	73.0	0.0	0.0	0.0	0.0	618.0	429.0	0.0
Саратовская область	очная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	12.0	6.0	0.0	50.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	Всего (сумма строк 02, 16) / 01	0.0	0.0	0.0	260.0	192.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	Второе высшее образование / 16	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	0.0	0.0	0.0	256.0	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	0.0	0.0	0.0	25.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	на места по общему конкурсу / 14	0.0	0.0	0.0	256.0	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	0.0	0.0	0.0	127.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	очно-заочная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	104.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 16) / 01	580.0	166.0	0.0	611.0	254.0	0.0	0.0	0.0	0.0	114.0	52.0	0.0
Сахалинская область	Государственные, Муниципальные; заочная	Второе высшее образование / 16	0.0	0.0	0.0	46.0	12.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
Сахалинская область	Государственные, Муниципальные; заочная	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	580.0	166.0	0.0	565.0	242.0	0.0	0.0	0.0	0.0	109.0	52.0	0.0
Сахалинская область	Государственные, Муниципальные; заочная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	39.0	11.0	0.0	36.0	7.0	0.0	0.0	0.0	0.0	10.0	3.0	0.0
Сахалинская область	Государственные, Муниципальные; заочная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, Муниципальные; заочная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, Муниципальные; заочная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, Муниципальные; заочная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, Муниципальные; заочная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, Муниципальные; заочная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, Муниципальные; заочная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
