region	tags	indicator	Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / Подано заявлений / 3	Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / Принято / 4	Обучение по договорам об оказании платных образовательных услуг / Подано заявлений / 5	Обучение по договорам об оказании платных образовательных услуг / Принято / 6
Ставропольский край	Государственные, Муниципальные; заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	132.0	99.0
Ставропольский край	Государственные, Муниципальные; очная	Всего (сумма строк 02, 04, 06, 08) / 01	4698.0	1530.0	1011.0	350.0
Ставропольский край	Государственные, Муниципальные; очная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Ставропольский край	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	4182.0	1297.0	956.0	324.0
Ставропольский край	Государственные, Муниципальные; очная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	516.0	233.0	26.0	13.0
Ставропольский край	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	3545.0	1106.0	859.0	277.0
Ставропольский край	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	19.0	9.0
Ставропольский край	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	2.0	1.0
Ставропольский край	Государственные, Муниципальные; очная	магистра / 06	0.0	0.0	5.0	2.0
Ставропольский край	Государственные, Муниципальные; очная	специалиста (кроме стр. 08) / 04	0.0	0.0	24.0	11.0
Ставропольский край	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 04, 06, 08) / 01	105.0	55.0	135.0	77.0
Ставропольский край	Государственные, Муниципальные; очно-заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Ставропольский край	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	72.0	34.0	70.0	28.0
Ставропольский край	Государственные, Муниципальные; очно-заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	33.0	21.0	18.0	12.0
Ставропольский край	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	46.0	18.0	42.0	18.0
Ставропольский край	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	15.0	10.0
Ставропольский край	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Ставропольский край	Государственные, Муниципальные; очно-заочная	магистра / 06	0.0	0.0	5.0	2.0
Ставропольский край	Государственные, Муниципальные; очно-заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	42.0	35.0
Ставропольский край	заочная; Частные	Всего (сумма строк 02, 04, 06, 08) / 01	0.0	0.0	272.0	257.0
Ставропольский край	заочная; Частные	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Ставропольский край	заочная; Частные	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	0.0	0.0	240.0	229.0
Ставропольский край	заочная; Частные	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	7.0	5.0
Ставропольский край	заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	0.0	0.0	63.0	60.0
Ставропольский край	заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	2.0	2.0
Ставропольский край	заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Ставропольский край	заочная; Частные	магистра / 06	0.0	0.0	3.0	3.0
Ставропольский край	заочная; Частные	специалиста (кроме стр. 08) / 04	0.0	0.0	22.0	20.0
Ставропольский край	очная; Частные	Всего (сумма строк 02, 04, 06, 08) / 01	0.0	0.0	74.0	68.0
Ставропольский край	очная; Частные	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Ставропольский край	очная; Частные	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	0.0	0.0	69.0	63.0
Ставропольский край	очная; Частные	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	3.0	3.0
Ставропольский край	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	0.0	0.0	56.0	51.0
Ставропольский край	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Ставропольский край	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Ставропольский край	очная; Частные	магистра / 06	0.0	0.0	1.0	1.0
Ставропольский край	очная; Частные	специалиста (кроме стр. 08) / 04	0.0	0.0	1.0	1.0
Ставропольский край	очно-заочная; Частные	Всего (сумма строк 02, 04, 06, 08) / 01	0.0	0.0	8.0	6.0
Ставропольский край	очно-заочная; Частные	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Ставропольский край	очно-заочная; Частные	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	0.0	0.0	6.0	4.0
Ставропольский край	очно-заочная; Частные	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	1.0	1.0
Ставропольский край	очно-заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	0.0	0.0	1.0	1.0
Ставропольский край	очно-заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Ставропольский край	очно-заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Ставропольский край	очно-заочная; Частные	магистра / 06	0.0	0.0	0.0	0.0
Ставропольский край	очно-заочная; Частные	специалиста (кроме стр. 08) / 04	0.0	0.0	1.0	1.0
Тамбовская область	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 04, 06, 08) / 01	1756.0	509.0	1041.0	555.0
Тамбовская область	Государственные, Муниципальные; заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Тамбовская область	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	1343.0	368.0	806.0	411.0
Тамбовская область	Государственные, Муниципальные; заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	413.0	141.0	151.0	96.0
Тамбовская область	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	905.0	217.0	485.0	202.0
Тамбовская область	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	27.0	12.0
Тамбовская область	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	3.0	2.0
Тамбовская область	Государственные, Муниципальные; заочная	магистра / 06	0.0	0.0	20.0	13.0
Тамбовская область	Государственные, Муниципальные; заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	64.0	35.0
Тамбовская область	Государственные, Муниципальные; очная	Всего (сумма строк 02, 04, 06, 08) / 01	2394.0	781.0	286.0	97.0
Тамбовская область	Государственные, Муниципальные; очная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Тамбовская область	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	1815.0	607.0	252.0	88.0
Тамбовская область	Государственные, Муниципальные; очная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	579.0	174.0	19.0	3.0
Тамбовская область	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	1538.0	470.0	202.0	74.0
Тамбовская область	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	6.0	1.0
Тамбовская область	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	4.0	1.0
Тамбовская область	Государственные, Муниципальные; очная	магистра / 06	0.0	0.0	6.0	3.0
Тамбовская область	Государственные, Муниципальные; очная	специалиста (кроме стр. 08) / 04	0.0	0.0	9.0	3.0
Тамбовская область	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 04, 06, 08) / 01	276.0	102.0	214.0	97.0
Тамбовская область	Государственные, Муниципальные; очно-заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Тамбовская область	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	179.0	69.0	131.0	57.0
Тамбовская область	Государственные, Муниципальные; очно-заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	97.0	33.0	47.0	22.0
Тамбовская область	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	132.0	48.0	67.0	24.0
Тамбовская область	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	13.0	5.0
Тамбовская область	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	5.0	5.0
Тамбовская область	Государственные, Муниципальные; очно-заочная	магистра / 06	0.0	0.0	13.0	9.0
Тамбовская область	Государственные, Муниципальные; очно-заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	23.0	9.0
Тамбовская область	очная; Частные	Всего (сумма строк 02, 04, 06, 08) / 01	0.0	0.0	1.0	1.0
Тамбовская область	очная; Частные	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Тамбовская область	очная; Частные	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	0.0	0.0	1.0	1.0
Тамбовская область	очная; Частные	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	0.0	0.0
Тамбовская область	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	0.0	0.0	1.0	1.0
Тамбовская область	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Тамбовская область	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Тамбовская область	очная; Частные	магистра / 06	0.0	0.0	0.0	0.0
Тамбовская область	очная; Частные	специалиста (кроме стр. 08) / 04	0.0	0.0	0.0	0.0
Тверская область	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 04, 06, 08) / 01	197.0	88.0	135.0	77.0
Тверская область	Государственные, Муниципальные; заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Тверская область	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	171.0	72.0	119.0	67.0
Тверская область	Государственные, Муниципальные; заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	26.0	16.0	1.0	0.0
Тверская область	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	114.0	48.0	73.0	38.0
Тверская область	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Тверская область	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	1.0	1.0
Тверская область	Государственные, Муниципальные; заочная	магистра / 06	0.0	0.0	6.0	2.0
Тверская область	Государственные, Муниципальные; заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	9.0	8.0
Тверская область	Государственные, Муниципальные; очная	Всего (сумма строк 02, 04, 06, 08) / 01	1816.0	654.0	491.0	142.0
Тверская область	Государственные, Муниципальные; очная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Тверская область	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	1738.0	622.0	471.0	132.0
Тверская область	Государственные, Муниципальные; очная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	78.0	32.0	1.0	0.0
Тверская область	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	1553.0	554.0	415.0	114.0
Тверская область	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	5.0	1.0
Тверская область	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Тверская область	Государственные, Муниципальные; очная	магистра / 06	0.0	0.0	3.0	3.0
Тверская область	Государственные, Муниципальные; очная	специалиста (кроме стр. 08) / 04	0.0	0.0	16.0	7.0
Тверская область	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 04, 06, 08) / 01	0.0	0.0	168.0	70.0
Тверская область	Государственные, Муниципальные; очно-заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Тверская область	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	0.0	0.0	152.0	60.0
Тверская область	Государственные, Муниципальные; очно-заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	1.0	1.0
Тверская область	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	0.0	0.0	109.0	43.0
Тверская область	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	4.0	2.0
Тверская область	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	2.0	1.0
Тверская область	Государственные, Муниципальные; очно-заочная	магистра / 06	0.0	0.0	7.0	4.0
Тверская область	Государственные, Муниципальные; очно-заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	8.0	5.0
Томская область	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 04, 06, 08) / 01	1020.0	285.0	631.0	246.0
Томская область	Государственные, Муниципальные; заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Томская область	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	836.0	188.0	542.0	206.0
Томская область	Государственные, Муниципальные; заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	184.0	97.0	58.0	18.0
Томская область	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	547.0	78.0	393.0	126.0
Томская область	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Томская область	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Томская область	Государственные, Муниципальные; заочная	магистра / 06	0.0	0.0	9.0	3.0
Томская область	Государственные, Муниципальные; заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	22.0	19.0
Томская область	Государственные, Муниципальные; очная	Всего (сумма строк 02, 04, 06, 08) / 01	11998.0	3854.0	1064.0	365.0
Томская область	Государственные, Муниципальные; очная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Томская область	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	10045.0	2965.0	852.0	266.0
Томская область	Государственные, Муниципальные; очная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	1953.0	889.0	47.0	12.0
Томская область	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	6783.0	2334.0	577.0	170.0
Томская область	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	25.0	6.0
Томская область	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	17.0	7.0
Томская область	Государственные, Муниципальные; очная	магистра / 06	0.0	0.0	45.0	22.0
Томская область	Государственные, Муниципальные; очная	специалиста (кроме стр. 08) / 04	0.0	0.0	120.0	65.0
Томская область	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 04, 06, 08) / 01	150.0	60.0	117.0	59.0
Томская область	Государственные, Муниципальные; очно-заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Томская область	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	136.0	58.0	79.0	39.0
Томская область	Государственные, Муниципальные; очно-заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	14.0	2.0	13.0	6.0
Томская область	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	93.0	31.0	45.0	24.0
Томская область	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	2.0	1.0
Томская область	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	4.0	3.0
Томская область	Государственные, Муниципальные; очно-заочная	магистра / 06	0.0	0.0	13.0	9.0
Томская область	Государственные, Муниципальные; очно-заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	12.0	5.0
Тульская область	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 04, 06, 08) / 01	277.0	163.0	1192.0	871.0
Тульская область	Государственные, Муниципальные; заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	221.0	172.0
Тульская область	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	277.0	163.0	837.0	585.0
Тульская область	Государственные, Муниципальные; заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	226.0	187.0
Тульская область	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	165.0	100.0	431.0	273.0
Тульская область	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	33.0	28.0
Тульская область	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	7.0	6.0
Тульская область	Государственные, Муниципальные; заочная	магистра / 06	0.0	0.0	24.0	23.0
Тульская область	Государственные, Муниципальные; заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	105.0	76.0
Тульская область	Государственные, Муниципальные; очная	Всего (сумма строк 02, 04, 06, 08) / 01	1437.0	655.0	317.0	168.0
Тульская область	Государственные, Муниципальные; очная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	1018.0	473.0	121.0	75.0
Тульская область	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	1359.0	613.0	302.0	158.0
Тульская область	Государственные, Муниципальные; очная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	78.0	42.0	3.0	0.0
Тульская область	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	1246.0	458.0	286.0	148.0
Тульская область	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	4.0	3.0
Тульская область	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	1.0	0.0
Тульская область	Государственные, Муниципальные; очная	магистра / 06	0.0	0.0	2.0	1.0
Тульская область	Государственные, Муниципальные; очная	специалиста (кроме стр. 08) / 04	0.0	0.0	10.0	9.0
Тульская область	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 04, 06, 08) / 01	39.0	24.0	82.0	27.0
Тульская область	Государственные, Муниципальные; очно-заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	19.0	12.0
Тульская область	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	39.0	24.0	60.0	19.0
Тульская область	Государственные, Муниципальные; очно-заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	17.0	5.0
Тульская область	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	28.0	17.0	36.0	12.0
Тульская область	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	2.0	0.0
Тульская область	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Тульская область	Государственные, Муниципальные; очно-заочная	магистра / 06	0.0	0.0	1.0	1.0
Тульская область	Государственные, Муниципальные; очно-заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	4.0	2.0
Тульская область	очная; Частные	Всего (сумма строк 02, 04, 06, 08) / 01	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	магистра / 06	0.0	0.0	0.0	0.0
Тульская область	очная; Частные	специалиста (кроме стр. 08) / 04	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	Всего (сумма строк 02, 04, 06, 08) / 01	0.0	0.0	8.0	8.0
Тульская область	очно-заочная; Частные	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	0.0	0.0	4.0	4.0
Тульская область	очно-заочная; Частные	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	0.0	0.0	1.0	1.0
Тульская область	очно-заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	магистра / 06	0.0	0.0	0.0	0.0
Тульская область	очно-заочная; Частные	специалиста (кроме стр. 08) / 04	0.0	0.0	4.0	4.0
