region	tags	indicator	"В том числе (из гр. 4)
по уровням подготовки  > базовый > 6.0"	"В том числе (из гр. 4)
по уровням подготовки  > углубленный > 7.0"	Выпуск ожидаемый с 01.10. прошлого года по 30.09. текущего года > всего > 9.0	Выпуск ожидаемый с 01.10. прошлого года по 30.09. текущего года > из них лица с ОВЗ, инвалиды, дети-инвалиды > 10.0	Выпуск фактический с 01.10. прошлого года по 30.09. текущего года > всего > 4.0	Выпуск фактический с 01.10. прошлого года по 30.09. текущего года > из них лица с ОВЗ, инвалиды, дети-инвалиды > 5.0	Из общего выпуска (из гр. 4) -женщины > 8.0
Российская Федерация	Частные; Очная	Дошкольное образование / 1.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Дошкольное образование / 2.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Живопись (по видам) / 1.0 / 54.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Живопись (по видам) / 2.0 / 54.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Защита в чрезвычайных ситуациях / 1.0 / 20.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Защита в чрезвычайных ситуациях / 2.0 / 20.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Земельно-имущественные отношения / 1.0 / 21.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Земельно-имущественные отношения / 2.0 / 21.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Землеустройство / 1.0 / 21.02.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Землеустройство / 2.0 / 21.02.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Информационные системы и программирование / 1.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Информационные системы и программирование / 2.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Коммерция (по отраслям) / 1.0 / 38.02.04	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Коммерция (по отраслям) / 2.0 / 38.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Обеспечение информационной безопасности автоматизированных систем / 1.0 / 10.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Обеспечение информационной безопасности автоматизированных систем / 2.0 / 10.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Операционная деятельность в логистике / 1.0 / 38.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Операционная деятельность в логистике / 2.0 / 38.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Парикмахерское искусство / 1.0 / 43.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Парикмахерское искусство / 2.0 / 43.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Педагогика дополнительного образования / 1.0 / 44.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Педагогика дополнительного образования / 2.0 / 44.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Пожарная безопасность / 1.0 / 20.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Пожарная безопасность / 2.0 / 20.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Право и организация социального обеспечения / 1.0 / 40.02.01	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Право и организация социального обеспечения / 2.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Право и судебное администрирование / 1.0 / 40.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Право и судебное администрирование / 2.0 / 40.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Правоохранительная деятельность / 1.0 / 40.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Правоохранительная деятельность / 2.0 / 40.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Преподавание в начальных классах / 1.0 / 44.02.02	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Преподавание в начальных классах / 2.0 / 44.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Прикладная информатика (по отраслям) / 1.0 / 09.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Прикладная информатика (по отраслям) / 2.0 / 09.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Прикладная эстетика / 1.0 / 43.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Прикладная эстетика / 2.0 / 43.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Реклама / 1.0 / 42.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Реклама / 2.0 / 42.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Сестринское дело / 1.0 / 34.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Сестринское дело / 2.0 / 34.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Сетевое и системное администрирование / 1.0 / 09.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Сетевое и системное администрирование / 2.0 / 09.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Специальное дошкольное образование / 1.0 / 44.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Специальное дошкольное образование / 2.0 / 44.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Стоматология ортопедическая / 2.0 / 31.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Страховое дело (по отраслям) / 1.0 / 38.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Страховое дело (по отраслям) / 2.0 / 38.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Туризм / 1.0 / 43.02.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Туризм / 2.0 / 43.02.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Туризм и гостеприимство / 1.0 / 43.02.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Туризм и гостеприимство / 2.0 / 43.02.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Фармация / 1.0 / 33.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Фармация / 2.0 / 33.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Финансы / 1.0 / 38.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Финансы / 2.0 / 38.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Хоровое дирижирование / 2.0 / 53.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очно-заочная	Банковское дело / 1.0 / 38.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очно-заочная	Банковское дело / 2.0 / 38.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очно-заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очно-заочная	Информационные системы и программирование / 1.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очно-заочная	Информационные системы и программирование / 2.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очно-заочная	Обеспечение информационной безопасности автоматизированных систем / 2.0 / 10.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очно-заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очно-заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очно-заочная	Сетевое и системное администрирование / 2.0 / 09.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очно-заочная	Стоматология ортопедическая / 2.0 / 31.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очно-заочная	Финансы / 1.0 / 38.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Частные; Очно-заочная	Финансы / 2.0 / 38.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Автоматика и телемеханика на транспорте (железнодорожном транспорте) / 2.0 / 27.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Организация перевозок и управление на транспорте (по видам) / 2.0 / 23.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программирование в компьютерных системах / 2.0 / 09.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Техническая эксплуатация подвижного состава железных дорог / 2.0 / 23.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Автоматика и телемеханика на транспорте (железнодорожном транспорте) / 1.0 / 27.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дизайн (по отраслям) / 1.0 / 54.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Инструментальное исполнительство (по видам инструментов) / 1.0 / 53.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Информационные системы и программирование / 1.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Коммерция (по отраслям) / 1.0 / 38.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Конструирование, моделирование и технология швейных изделий / 1.0 / 29.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Операционная деятельность в логистике / 1.0 / 38.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Организация перевозок и управление на транспорте (по видам) / 1.0 / 23.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Парикмахерское искусство / 1.0 / 43.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Строительство и эксплуатация зданий и сооружений / 1.0 / 08.02.01	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям) / 1.0 / 13.02.11	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническая эксплуатация подвижного состава железных дорог / 1.0 / 23.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническое обслуживание и ремонт радиоэлектронной техники (по отраслям) / 1.0 / 11.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология продукции общественного питания / 1.0 / 19.02.10	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Управление, эксплуатация и обслуживание многоквартирного дома / 2.0 / 08.02.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ростовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Ветеринария / 1.0 / 36.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Декоративно-прикладное искусство и народные промыслы (по видам) / 1.0 / 54.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Защита в чрезвычайных ситуациях / 1.0 / 20.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Механизация сельского хозяйства / 1.0 / 35.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Рязанская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Дошкольное образование / 2.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Разработка и эксплуатация нефтяных и газовых месторождений / 2.0 / 21.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Сооружение и эксплуатация газонефтепроводов и газонефтехранилищ / 2.0 / 21.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Самарская область	Частные; Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Самарская область	Частные; Очная	Право и организация социального обеспечения / 1.0 / 40.02.01	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Самарская область	Частные; Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Самарская область	Частные; Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Монтаж и техническая эксплуатация промышленного оборудования (по отраслям) / 1.0 / 15.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Монтаж, техническое обслуживание и ремонт промышленного оборудования (по отраслям) / 2.0 / 15.02.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Технология производства и переработки пластических масс и эластомеров / 1.0 / 18.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Электрические станции, сети и системы / 2.0 / 13.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Автоматизация технологических процессов и производств (по отраслям) / 1.0 / 15.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Акушерское дело / 2.0 / 31.02.02	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Банковское дело / 1.0 / 38.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Информационные системы и программирование / 1.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж, техническое обслуживание и ремонт промышленного оборудования (по отраслям) / 1.0 / 15.02.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	2.0	0.0	1.0	0.0	2.0	0.0	2.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сестринское дело / 1.0 / 34.02.01	2.0	0.0	1.0	0.0	2.0	0.0	2.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям) / 1.0 / 13.02.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей / 1.0 / 23.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология производства и переработки пластических масс и эластомеров / 1.0 / 18.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Финансы / 1.0 / 38.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электрические станции, сети и системы / 1.0 / 13.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Аттестация экстернов	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Библиотековедение / 2.0 / 51.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Дошкольное образование / 2.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
