region	tags	indicator	Всего (сумма граф 4-9) > 3.0	Из гр. 3 имеют педагогический стаж работы, всего (сумма гр.11-16) > 10.0	Не имеют педагоги-ческого стажа работы > 17.0	из гр. 10 – имеют педагогический стаж работы, лет > 20 и более > 16.0	из гр. 10 – имеют педагогический стаж работы, лет > до 3 > 11.0	из гр. 10 – имеют педагогический стаж работы, лет > от 10 до 15 > 14.0	из гр. 10 – имеют педагогический стаж работы, лет > от 15 до 20 > 15.0	из гр. 10 – имеют педагогический стаж работы, лет > от 3 до 5 > 12.0	из гр. 10 – имеют педагогический стаж работы, лет > от 5 до 10 > 13.0	из гр. 3 – имеют общий стаж работы, лет > 20 и более > 9.0	из гр. 3 – имеют общий стаж работы, лет > до 3 > 4.0	из гр. 3 – имеют общий стаж работы, лет > от 10 до 15 > 7.0	из гр. 3 – имеют общий стаж работы, лет > от 15 до 20 > 8.0	из гр. 3 – имеют общий стаж работы, лет > от 3 до 5 > 5.0	из гр. 3 – имеют общий стаж работы, лет > от 5 до 10 > 6.0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 16.0"	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководители физического воспитания / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    педагогические работники - всего 
    (сумма строк 07,12-20) / 6.0"	29	29	0	7	9	6	1	1	5	15	2	5	2	0	5
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	8	8	0	2	3	1	0	1	1	5	0	3	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	3	1	2	0	0	0	1	0	0	3	0	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	    учебно-вспомогательный персонал / 21.0	6	1	5	0	1	0	0	0	0	3	2	0	0	0	1
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	23	23	0	6	8	4	1	1	3	13	2	2	2	0	4
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	5	5	0	1	0	2	0	0	2	1	0	3	0	0	1
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	46	39	7	9	13	7	2	2	6	26	4	8	2	0	6
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных дисциплин / 8.0"	763	757	6	301	145	62	71	70	108	372	100	82	77	49	83
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего естественнонаучного
          учебного цикла / 10.0"	286	286	0	125	46	29	34	23	29	157	32	30	28	18	21
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и социально-
          экономического учебного цикла / 9.0"	389	387	2	167	64	40	43	31	42	216	40	38	47	25	23
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          профессионального учебного цикла / 11.0	1534	1529	5	619	251	176	157	107	219	904	151	142	158	60	119
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	2972	2959	13	1212	506	307	305	231	398	1649	323	292	310	152	246
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       заместители директора (начальника) / 4.0	216	148	68	85	4	15	20	13	11	154	1	13	39	2	7
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	73	64	9	41	2	9	3	3	6	61	0	5	5	0	2
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       мастера производственного обучения / 12.0	208	207	1	64	41	25	22	24	31	105	21	24	22	12	24
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	176	176	0	67	29	15	18	15	32	110	7	22	18	1	18
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	55	53	2	12	28	2	4	3	4	21	14	5	2	4	9
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	54	54	0	8	20	10	4	4	8	22	5	8	9	3	7
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 16.0"	25	25	0	6	7	4	0	2	6	19	0	2	0	1	3
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	234	234	0	73	51	31	20	19	40	140	13	25	25	7	24
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководители физического воспитания / 17.0	31	31	0	16	3	5	1	5	1	21	1	4	1	3	1
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	5	4	1	2	0	1	1	0	0	4	0	0	1	0	0
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	44	43	1	11	8	6	3	8	7	22	2	4	6	1	9
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	8	8	0	4	0	0	0	2	2	5	0	1	0	0	2
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    педагогические работники - всего 
    (сумма строк 07,12-20) / 6.0"	3807	3790	17	1473	693	405	377	313	529	2114	386	387	393	184	343
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	444	296	148	171	11	39	30	19	26	319	4	34	68	4	15
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	1926	86	1840	29	23	7	7	7	13	1318	109	169	147	51	132
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    учебно-вспомогательный персонал / 21.0	471	72	399	20	21	12	5	5	9	256	59	46	59	13	38
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	442	442	0	186	75	46	40	41	54	242	38	52	51	24	35
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	2431	2418	13	961	428	254	257	184	334	1329	284	234	251	127	206
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	125	124	1	38	26	13	15	16	16	65	10	14	13	7	16
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	79	79	0	24	15	11	7	7	15	38	11	9	9	4	8
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	6648	4244	2404	1693	748	463	419	344	577	4007	558	636	667	252	528
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных дисциплин / 8.0"	37	37	0	12	9	1	1	7	7	16	5	3	4	2	7
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего естественнонаучного
          учебного цикла / 10.0"	7	6	1	3	2	0	1	0	0	4	1	0	0	2	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и социально-
          экономического учебного цикла / 9.0"	17	17	0	5	2	1	2	3	4	6	1	3	5	1	1
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	          профессионального учебного цикла / 11.0	61	61	0	13	16	6	8	7	11	26	2	3	10	6	14
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	122	121	1	33	29	8	12	17	22	52	9	9	19	11	22
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	       заместители директора (начальника) / 4.0	26	16	10	8	2	2	1	1	2	19	0	1	5	0	1
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	9	6	3	3	2	0	1	0	0	9	0	0	0	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	       мастера производственного обучения / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	4	3	1	1	1	1	0	0	0	1	0	1	1	0	1
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 16.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	4	2	2	2	0	0	0	0	0	2	1	0	1	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководители физического воспитания / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	2	2	0	0	2	0	0	0	0	0	0	2	0	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    педагогические работники - всего 
    (сумма строк 07,12-20) / 6.0"	134	130	4	36	33	9	12	17	23	55	11	12	21	11	24
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	44	30	14	12	5	5	2	1	5	34	1	2	6	0	1
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	21	2	19	0	1	0	0	1	0	8	0	3	5	1	4
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	    учебно-вспомогательный персонал / 21.0	38	7	31	0	3	2	2	0	0	12	8	3	5	1	9
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	112	111	1	32	23	8	12	17	19	48	7	9	19	9	20
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	237	169	68	48	42	16	16	19	28	109	20	20	37	13	38
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных дисциплин / 8.0"	613	608	5	285	41	69	74	56	83	326	39	75	81	35	57
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего естественнонаучного
          учебного цикла / 10.0"	201	199	2	85	20	33	15	19	27	106	11	34	14	14	22
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и социально-
          экономического учебного цикла / 9.0"	297	295	2	135	24	31	37	26	42	157	16	41	36	11	36
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          профессионального учебного цикла / 11.0	1403	1375	28	587	155	169	173	97	194	815	76	144	197	52	119
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	2514	2477	37	1092	240	302	299	198	346	1404	142	294	328	112	234
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       заместители директора (начальника) / 4.0	243	187	56	95	9	25	25	9	24	159	1	27	42	3	11
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	52	46	6	28	2	3	6	2	5	43	0	2	7	0	0
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       мастера производственного обучения / 12.0	395	377	18	121	52	48	34	54	68	224	28	42	31	22	48
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	89	86	3	26	8	8	10	12	22	41	1	8	19	7	13
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	44	42	2	9	9	3	8	7	6	17	8	2	9	3	5
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	57	50	7	7	7	10	7	9	10	20	6	12	6	6	7
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 16.0"	43	42	1	15	6	9	1	4	7	34	0	5	3	0	1
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	218	201	17	94	26	21	24	13	23	133	19	24	29	6	7
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководители физического воспитания / 17.0	43	43	0	25	3	5	6	0	4	32	3	3	3	0	2
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	18	15	3	9	2	1	2	0	1	13	0	2	2	0	1
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	55	51	4	21	5	10	7	1	7	28	3	12	7	1	4
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	3	1	2	0	0	0	0	0	1	0	1	1	0	0	1
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    педагогические работники - всего 
    (сумма строк 07,12-20) / 6.0"	3461	3370	91	1410	356	416	396	298	494	1933	211	403	435	157	322
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	546	324	222	159	22	41	46	14	42	330	6	69	81	20	40
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	1950	86	1864	23	15	10	7	12	19	1049	104	247	260	95	195
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    учебно-вспомогательный персонал / 21.0	614	146	468	44	18	15	26	18	25	262	87	84	83	35	63
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	356	344	12	151	28	44	47	30	44	176	24	35	61	19	41
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	1908	1886	22	830	182	228	224	153	269	1095	100	226	234	81	172
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	238	225	13	71	32	30	23	31	38	129	19	26	23	15	26
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	96	91	5	30	15	9	5	16	16	52	8	10	5	6	15
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	6571	3926	2645	1636	411	482	475	342	580	3574	408	803	859	307	620
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных дисциплин / 8.0"	6	6	0	2	1	0	1	1	1	4	1	0	0	0	1
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего естественнонаучного
          учебного цикла / 10.0"	4	4	0	1	1	1	0	1	0	2	1	0	0	0	1
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и социально-
          экономического учебного цикла / 9.0"	5	5	0	2	1	0	0	0	2	3	0	0	0	0	2
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	          профессионального учебного цикла / 11.0	21	21	0	7	3	1	1	5	4	13	2	2	1	2	1
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	36	36	0	12	6	2	2	7	7	22	4	2	1	2	5
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	       заместители директора (начальника) / 4.0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	       мастера производственного обучения / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	2	2	0	1	0	0	1	0	0	2	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 16.0"	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководители физического воспитания / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    педагогические работники - всего 
    (сумма строк 07,12-20) / 6.0"	40	40	0	14	6	2	3	7	8	25	4	3	1	2	5
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	3	2	1	2	0	0	0	0	0	3	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	4	0	4	0	0	0	0	0	0	4	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	    учебно-вспомогательный персонал / 21.0	2	1	1	0	1	0	0	0	0	0	0	1	0	0	1
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	36	36	0	12	6	2	2	7	7	22	4	2	1	2	5
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	49	43	6	16	7	2	3	7	8	32	4	4	1	2	6
Сахалинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных дисциплин / 8.0"	98	94	4	46	5	16	10	6	11	59	5	11	14	2	7
