region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 15.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 16.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 14.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 17.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > Всего (сумма гр. 14–17) > 13.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 20.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 21.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 19.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 22.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > Всего (сумма гр. 19–22) > 18.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 5.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 6.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 4.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 7.0	Программы подготовки специалистов среднего звена на базе основного общего образования > Всего (сумма гр. 4–7) > 3.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 10.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 11.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 9.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > по договорам об оказании платных образовате-льных услуг > 12.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > Всего (сумма гр. 9–12) > 8.0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	32	0	0	2	34
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	24	24	148	0	0	7	155
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    выбыло по другим причинам / 16.0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	2	1	0	0	0	1
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	27	0	0	0	27	0	0	0	0	0	26	0	0	0	26	9	0	0	0	9
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    отчислено:
         по неуспеваемости / 11.0"	10	0	0	0	10	0	0	0	0	0	8	0	0	0	8	6	0	0	0	6
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	4	0	0	0	4
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    прибыло по другим причинам / 5.0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	2	2	0	0	0	2
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	40	0	0	0	40	0	0	0	0	0	44	0	0	0	44	20	0	0	0	20
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	2	0	0	0	2	0	0	0	0	0	9	0	0	0	9	2	0	0	0	2
Чукотский автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	173	0	0	1	174	0	0	0	0	0	318	0	0	0	318	128	0	0	3	131
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Чукотский автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	16	16
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	19	19
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	16	16
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	19	0	0	10	29
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	1	0	0	22	23
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	10	10
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	4	4
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	8	8
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	91	91
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	37	20	0	0	62	82
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	72	0	0	0	134	134
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	266	266	108	0	0	469	577
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	27	0	0	16	43	0	0	0	0	0	100	0	0	27	127	2	0	0	2	4
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	27	0	1	0	28	0	0	0	0	0	51	0	5	6	62	2	0	0	0	2
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    восстановлены из числа ранее отчисленных / 4.0	23	0	4	0	27	0	0	0	0	0	19	0	3	0	22	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    выбыло по другим причинам / 16.0	108	0	1	9	118	0	0	0	0	0	77	0	5	24	106	13	0	3	1	17
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	55	0	46	5	106	0	0	0	0	0	118	0	30	13	161	13	0	2	0	15
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    отчислено:
         по неуспеваемости / 11.0"	18	0	0	1	19	0	0	0	0	0	33	0	0	3	36	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	16	0	0	1	17	0	0	0	0	0	62	0	2	8	72	2	0	0	0	2
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	23	0	1	3	27	0	0	0	0	0	29	0	0	3	32	5	0	0	1	6
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по болезни / 9.0	1	0	0	0	1	0	0	0	0	0	9	0	0	0	9	0	0	0	0	0
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    прибыло по другим причинам / 5.0	31	0	0	7	38	0	0	0	0	0	24	20	0	17	61	1	0	1	0	2
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	225	0	47	35	307	0	0	0	0	0	400	0	37	79	516	30	0	5	3	38
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	104	0	6	10	120	0	0	0	0	0	123	20	8	26	177	8	0	1	1	10
Ямало-Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	1808	0	248	139	2195	1	0	0	0	1	3942	0	364	756	5062	254	0	40	49	343
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	23	24
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	26
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	58	59
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32
Ямало-Ненецкий автономный округ	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	298	323
Ямало-Ненецкий автономный округ	Частные; Заочная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Заочная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Заочная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Заочная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	2	2
Ямало-Ненецкий автономный округ	Частные; Заочная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Заочная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	3	3
Ямало-Ненецкий автономный округ	Частные; Заочная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	14	14
Ямало-Ненецкий автономный округ	Частные; Заочная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Заочная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	27	27
Ямало-Ненецкий автономный округ	Частные; Заочная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Заочная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Ямало-Ненецкий автономный округ	Частные; Заочная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Заочная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Заочная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8
Ямало-Ненецкий автономный округ	Частные; Заочная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	30	30
Ямало-Ненецкий автономный округ	Частные; Заочная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	25	25
Ямало-Ненецкий автономный округ	Частные; Заочная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	312	312
Ямало-Ненецкий автономный округ	Частные; Очная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Очная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Очная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
