region	tags	indicator	Всего > 3.0	"Из граф 4-8 прошли в предыдущем учебном году: > в том числе 
(из гр.9) в профильных организациях и предприятиях
 > 16.0"	Из граф 4-8 прошли в предыдущем учебном году: > из них (из гр. 8) в организациях и предприятиях реального сектора экономики > 15.0	Из граф 4-8 прошли в предыдущем учебном году: > из них: > в форме стажировки (из гр. 7) > 14.0	"Из граф 4-8 прошли в предыдущем учебном году: > из них: > по вопросам получения среднего
профессионального образования инвалидами и лицами с ОВЗ > 11.0"	Из граф 4-8 прошли в предыдущем учебном году: > из них: > по использова-нию информа-ционных и коммуника-ционных технологий (из гр. 6) > 13.0	Из граф 4-8 прошли в предыдущем учебном году: > из них: > по профилю педагогиче- ской деятельнос-ти (из гр. 5) > 12.0	Из граф 4-8 прошли в предыдущем учебном году: > повышение квалифика- ции и (или) профессио-нальную перепод-готовку (из гр. 4) > 10.0	"Из графы 3 прошли за последние три года: > в том числе 
(из гр.8) в профильных организациях и предприятиях
 > 9.0"	Из графы 3 прошли за последние три года: > из них (из гр. 7) в организациях и предприятиях реального сектора экономики > 8.0	Из графы 3 прошли за последние три года: > из них: > в форме стажировки > 7.0	Из графы 3 прошли за последние три года: > из них: > по использова-нию информа-ционных и коммуника-ционных технологий > 6.0	Из графы 3 прошли за последние три года: > из них: > по профилю педагогиче-ской деятельнос-ти > 5.0	Из графы 3 прошли за последние три года: > повышение квалифика-ции и (или) профессио-нальную перепод-готовку > 4.0
Удмуртская Республика	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	26.0	0.0	2.0	2.0	1.0	1.0	6.0	11.0	1.0	3.0	6.0	1.0	19.0	24.0
Удмуртская Республика	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего / 5.0	2036.0	122.0	130.0	278.0	164.0	121.0	540.0	895.0	293.0	328.0	560.0	327.0	1137.0	1493.0
Удмуртская Республика	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Руководящие работники - всего / 1.0	359.0	0.0	0.0	13.0	11.0	14.0	93.0	144.0	0.0	0.0	39.0	44.0	160.0	240.0
Удмуртская Республика	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 8.0	463.0	2.0	2.0	4.0	12.0	13.0	30.0	54.0	7.0	8.0	13.0	20.0	62.0	130.0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	"      заместители директора
      (начальника) / 3.0"	19.0	0.0	0.0	0.0	5.0	3.0	4.0	8.0	0.0	0.0	0.0	3.0	11.0	12.0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      директор (начальник) / 2.0"	7.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      преподаватели / 6.0"	128.0	22.0	22.0	22.0	9.0	9.0	60.0	63.0	36.0	36.0	36.0	40.0	77.0	99.0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	"      мастера производственного
      обучения / 7.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	      руководитель филиала / 4.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	3.0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	112.0	21.0	21.0	21.0	9.0	9.0	59.0	62.0	35.0	35.0	35.0	36.0	76.0	95.0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего / 5.0	145.0	22.0	22.0	22.0	9.0	10.0	66.0	69.0	36.0	36.0	36.0	43.0	88.0	110.0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Руководящие работники - всего / 1.0	43.0	0.0	0.0	0.0	7.0	5.0	5.0	13.0	0.0	0.0	0.0	5.0	17.0	22.0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Учебно-вспомогательный персонал / 8.0	48.0	0.0	0.0	0.0	5.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	7.0	7.0
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      заместители директора
      (начальника) / 3.0"	235.0	0.0	0.0	7.0	13.0	18.0	43.0	76.0	0.0	0.0	35.0	45.0	103.0	158.0
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      директор (начальник) / 2.0"	42.0	0.0	0.0	1.0	2.0	7.0	15.0	19.0	0.0	0.0	6.0	10.0	29.0	36.0
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      преподаватели / 6.0"	1125.0	104.0	104.0	125.0	152.0	312.0	544.0	749.0	234.0	242.0	383.0	512.0	926.0	1035.0
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      мастера производственного
      обучения / 7.0"	160.0	36.0	36.0	43.0	12.0	17.0	48.0	75.0	55.0	55.0	66.0	49.0	119.0	136.0
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      руководитель филиала / 4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	122.0	14.0	14.0	15.0	20.0	17.0	47.0	70.0	17.0	19.0	22.0	33.0	99.0	119.0
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	919.0	71.0	71.0	91.0	112.0	278.0	479.0	638.0	196.0	201.0	333.0	447.0	748.0	835.0
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	104.0	25.0	25.0	32.0	11.0	8.0	36.0	54.0	40.0	40.0	51.0	28.0	73.0	88.0
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	32.0	4.0	4.0	4.0	1.0	6.0	9.0	15.0	9.0	9.0	9.0	9.0	21.0	22.0
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего / 5.0	1562.0	140.0	140.0	168.0	167.0	342.0	624.0	873.0	295.0	303.0	462.0	600.0	1167.0	1318.0
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Руководящие работники - всего / 1.0	327.0	0.0	0.0	8.0	15.0	25.0	59.0	100.0	0.0	0.0	43.0	56.0	136.0	207.0
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 8.0	235.0	2.0	2.0	2.0	2.0	12.0	15.0	33.0	4.0	4.0	14.0	26.0	41.0	70.0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	"      заместители директора
      (начальника) / 3.0"	12.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	4.0	0.0	1.0	5.0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      директор (начальник) / 2.0"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      преподаватели / 6.0"	40.0	0.0	0.0	3.0	0.0	0.0	18.0	22.0	0.0	13.0	28.0	0.0	21.0	33.0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	"      мастера производственного
      обучения / 7.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	      руководитель филиала / 4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	22.0	0.0	0.0	1.0	0.0	0.0	14.0	15.0	0.0	13.0	14.0	0.0	14.0	15.0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего / 5.0	46.0	0.0	0.0	3.0	0.0	0.0	18.0	22.0	0.0	13.0	29.0	0.0	21.0	35.0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	Руководящие работники - всего / 1.0	20.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	5.0	0.0	2.0	7.0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	Учебно-вспомогательный персонал / 8.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      заместители директора
      (начальника) / 3.0"	115.0	0.0	0.0	20.0	40.0	41.0	55.0	92.0	0.0	0.0	27.0	59.0	80.0	113.0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      директор (начальник) / 2.0"	32.0	0.0	0.0	6.0	10.0	10.0	18.0	26.0	0.0	0.0	7.0	18.0	23.0	28.0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      преподаватели / 6.0"	1430.0	318.0	340.0	350.0	346.0	253.0	632.0	953.0	627.0	639.0	675.0	729.0	1087.0	1350.0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      мастера производственного
      обучения / 7.0"	267.0	89.0	105.0	113.0	76.0	58.0	111.0	173.0	210.0	210.0	224.0	135.0	192.0	250.0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      руководитель филиала / 4.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	3.0	3.0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	245.0	34.0	41.0	41.0	54.0	40.0	93.0	143.0	107.0	107.0	107.0	137.0	194.0	232.0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	1184.0	270.0	285.0	292.0	283.0	210.0	535.0	802.0	519.0	531.0	564.0	575.0	892.0	1117.0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	197.0	62.0	76.0	82.0	59.0	45.0	84.0	126.0	160.0	160.0	172.0	110.0	147.0	192.0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	70.0	27.0	29.0	31.0	17.0	13.0	27.0	47.0	50.0	50.0	52.0	24.0	45.0	58.0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего / 5.0	2075.0	414.0	452.0	470.0	471.0	348.0	837.0	1282.0	865.0	887.0	926.0	1017.0	1526.0	1943.0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Руководящие работники - всего / 1.0	424.0	0.0	0.0	70.0	91.0	111.0	149.0	257.0	0.0	0.0	81.0	203.0	250.0	377.0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 8.0	416.0	16.0	16.0	16.0	24.0	26.0	28.0	106.0	29.0	29.0	32.0	109.0	64.0	255.0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	"      заместители директора
      (начальника) / 3.0"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      директор (начальник) / 2.0"	3.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	3.0	3.0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      преподаватели / 6.0"	25.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	7.0	13.0	13.0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	"      мастера производственного
      обучения / 7.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	      руководитель филиала / 4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	14.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	6.0	6.0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего / 5.0	29.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	7.0	13.0	13.0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	Руководящие работники - всего / 1.0	6.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	4.0	5.0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	Учебно-вспомогательный персонал / 8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      заместители директора
      (начальника) / 3.0"	153.0	0.0	0.0	1.0	4.0	7.0	38.0	71.0	0.0	0.0	4.0	31.0	70.0	118.0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      директор (начальник) / 2.0"	24.0	0.0	0.0	1.0	0.0	1.0	8.0	14.0	0.0	0.0	2.0	4.0	12.0	19.0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      преподаватели / 6.0"	1316.0	62.0	73.0	88.0	58.0	102.0	576.0	801.0	184.0	194.0	221.0	422.0	977.0	1244.0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      мастера производственного
      обучения / 7.0"	289.0	21.0	21.0	25.0	21.0	19.0	134.0	156.0	47.0	47.0	63.0	70.0	210.0	259.0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      руководитель филиала / 4.0	16.0	0.0	0.0	3.0	1.0	1.0	2.0	8.0	0.0	0.0	5.0	3.0	2.0	14.0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	229.0	4.0	4.0	7.0	6.0	18.0	100.0	120.0	16.0	16.0	23.0	71.0	174.0	209.0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	1066.0	55.0	66.0	78.0	52.0	84.0	475.0	675.0	144.0	154.0	176.0	343.0	801.0	1016.0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	214.0	12.0	12.0	13.0	18.0	11.0	102.0	117.0	29.0	29.0	41.0	57.0	158.0	193.0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	71.0	9.0	9.0	12.0	3.0	8.0	32.0	39.0	15.0	15.0	22.0	13.0	52.0	63.0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего / 5.0	2085.0	84.0	96.0	122.0	103.0	146.0	819.0	1116.0	243.0	254.0	299.0	550.0	1407.0	1824.0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Руководящие работники - всего / 1.0	297.0	0.0	0.0	6.0	9.0	9.0	59.0	123.0	0.0	0.0	14.0	47.0	103.0	216.0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 8.0	259.0	0.0	1.0	1.0	1.0	5.0	5.0	30.0	0.0	1.0	2.0	23.0	16.0	103.0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	"      заместители директора
      (начальника) / 3.0"	16.0	0.0	0.0	0.0	0.0	6.0	2.0	8.0	0.0	0.0	0.0	12.0	4.0	16.0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      директор (начальник) / 2.0"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      преподаватели / 6.0"	187.0	6.0	6.0	6.0	0.0	15.0	71.0	93.0	23.0	23.0	23.0	66.0	96.0	185.0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	"      мастера производственного
      обучения / 7.0"	16.0	6.0	6.0	6.0	0.0	0.0	3.0	9.0	13.0	13.0	13.0	0.0	3.0	16.0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	      руководитель филиала / 4.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	3.0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	6.0	0.0	0.0	6.0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	181.0	0.0	0.0	0.0	0.0	15.0	71.0	87.0	17.0	17.0	17.0	66.0	96.0	179.0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	4.0	4.0	4.0	4.0	0.0	0.0	0.0	4.0	4.0	4.0	4.0	0.0	0.0	4.0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	12.0	2.0	2.0	2.0	0.0	0.0	3.0	5.0	9.0	9.0	9.0	0.0	3.0	12.0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего / 5.0	257.0	12.0	12.0	12.0	0.0	15.0	74.0	102.0	36.0	36.0	36.0	99.0	113.0	255.0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	Руководящие работники - всего / 1.0	21.0	0.0	0.0	0.0	0.0	7.0	2.0	10.0	0.0	0.0	0.0	15.0	5.0	20.0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	Учебно-вспомогательный персонал / 8.0	34.0	0.0	0.0	0.0	0.0	16.0	5.0	21.0	0.0	0.0	0.0	25.0	9.0	34.0
Челябинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      заместители директора
      (начальника) / 3.0"	308.0	0.0	0.0	16.0	33.0	25.0	87.0	169.0	0.0	0.0	23.0	58.0	161.0	251.0
Челябинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      директор (начальник) / 2.0"	59.0	0.0	0.0	3.0	5.0	3.0	21.0	37.0	0.0	0.0	6.0	11.0	35.0	52.0
Челябинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      преподаватели / 6.0"	3606.0	160.0	201.0	233.0	418.0	478.0	1322.0	2115.0	350.0	400.0	546.0	1341.0	2471.0	3165.0
Челябинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      мастера производственного
      обучения / 7.0"	499.0	24.0	44.0	48.0	49.0	24.0	174.0	286.0	45.0	72.0	86.0	95.0	288.0	417.0
Челябинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      руководитель филиала / 4.0	10.0	0.0	0.0	0.0	1.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	7.0	8.0
Челябинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	537.0	25.0	34.0	42.0	67.0	63.0	191.0	330.0	38.0	49.0	72.0	146.0	284.0	461.0
Челябинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	2813.0	135.0	167.0	188.0	322.0	394.0	1068.0	1653.0	291.0	329.0	445.0	1116.0	1991.0	2468.0
Челябинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	421.0	18.0	35.0	39.0	42.0	17.0	163.0	258.0	28.0	55.0	63.0	77.0	249.0	356.0
Челябинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	53.0	6.0	9.0	9.0	4.0	7.0	8.0	23.0	12.0	12.0	18.0	14.0	29.0	46.0
Челябинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего / 5.0	4610.0	191.0	254.0	291.0	494.0	522.0	1555.0	2535.0	411.0	490.0	648.0	1480.0	2895.0	3820.0
