region	tags	indicator	Всего (сумма гр.4, 6, 8, 10, 12, 14, 16, 18, 20, 22) > 3.0	Число полных лет по состоянию на 1 января следующего года > 25 – 29 > всего > 6.0	Число полных лет по состоянию на 1 января следующего года > 25 – 29 > из них жен-щины > 7.0	Число полных лет по состоянию на 1 января следующего года > 30 – 34 > всего > 8.0	Число полных лет по состоянию на 1 января следующего года > 30 – 34 > из них жен-щины > 9.0	Число полных лет по состоянию на 1 января следующего года > 35 – 39 > всего > 10.0	Число полных лет по состоянию на 1 января следующего года > 35 – 39 > из них жен-щины > 11.0	Число полных лет по состоянию на 1 января следующего года > 40 – 44 > всего > 12.0	Число полных лет по состоянию на 1 января следующего года > 40 – 44 > из них жен-щины > 13.0	Число полных лет по состоянию на 1 января следующего года > 45 – 49 > всего > 14.0	Число полных лет по состоянию на 1 января следующего года > 45 – 49 > из них жен-щины > 15.0	Число полных лет по состоянию на 1 января следующего года > 50 – 54 > всего > 16.0	Число полных лет по состоянию на 1 января следующего года > 50 – 54 > из них жен-щины > 17.0	Число полных лет по состоянию на 1 января следующего года > 55 – 59 > всего > 18.0	Число полных лет по состоянию на 1 января следующего года > 55 – 59 > из них жен-щины > 19.0	Число полных лет по состоянию на 1 января следующего года > 60 – 64 > всего > 20.0	Число полных лет по состоянию на 1 января следующего года > 60 – 64 > из них жен-щины > 21.0	Число полных лет по состоянию на 1 января следующего года > 65 и более > всего > 22.0	Число полных лет по состоянию на 1 января следующего года > 65 и более > из них жен-щины > 23.0	Число полных лет по состоянию на 1 января следующего года > моложе 25 лет > всего > 4.0	Число полных лет по состоянию на 1 января следующего года > моложе 25 лет > из них жен-щины > 5.0	Число полных лет по состоянию на 1 января следующего года > средний возраст, лет > 24.0
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	24.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	3.0	2.0	2.0	3.0	1.0	7.0	4.0	3.0	0.0	4.0	1.0	0.0	0.0	54.5
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       мастера производственного
       обучения / 12.0"	219.0	12.0	9.0	18.0	9.0	19.0	11.0	20.0	13.0	24.0	6.0	24.0	10.0	41.0	14.0	31.0	8.0	21.0	8.0	9.0	5.0	48.5
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	27.0	2.0	2.0	5.0	4.0	3.0	3.0	5.0	5.0	2.0	2.0	4.0	4.0	4.0	4.0	0.0	0.0	2.0	2.0	0.0	0.0	44.4
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	19.0	1.0	1.0	2.0	2.0	4.0	4.0	3.0	3.0	3.0	1.0	3.0	2.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	43.8
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	19.0	3.0	2.0	2.0	2.0	4.0	4.0	5.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	38.7
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	21.0	2.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0	0.0	4.0	0.0	2.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	52.0
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	115.0	6.0	5.0	6.0	4.0	10.0	9.0	11.0	10.0	15.0	13.0	16.0	14.0	17.0	17.0	19.0	13.0	11.0	8.0	4.0	2.0	49.3
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       руководители физического
       воспитания / 17.0"	13.0	1.0	0.0	1.0	0.0	3.0	3.0	2.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	45.0
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	62.0
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	24.0	3.0	3.0	4.0	4.0	3.0	3.0	2.0	2.0	4.0	4.0	3.0	3.0	2.0	2.0	1.0	1.0	2.0	2.0	0.0	0.0	43.9
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	5.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	35.8
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	198.0	4.0	3.0	9.0	6.0	15.0	11.0	37.0	31.0	31.0	23.0	29.0	20.0	23.0	18.0	25.0	12.0	22.0	8.0	3.0	3.0	49.8
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	786.0	15.0	10.0	44.0	35.0	70.0	51.0	75.0	60.0	88.0	66.0	116.0	83.0	116.0	83.0	138.0	89.0	113.0	62.0	11.0	4.0	51.6
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	1515.0	127.0	96.0	142.0	92.0	159.0	114.0	165.0	123.0	183.0	125.0	167.0	122.0	157.0	103.0	170.0	90.0	163.0	105.0	82.0	56.0	46.7
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    учебно-вспомогательный
    персонал / 21.0"	302.0	16.0	9.0	32.0	24.0	32.0	27.0	33.0	28.0	35.0	27.0	35.0	28.0	29.0	26.0	34.0	27.0	28.0	18.0	28.0	20.0	45.3
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	130.0	10.0	9.0	13.0	10.0	12.0	7.0	15.0	11.0	14.0	12.0	15.0	11.0	17.0	12.0	16.0	6.0	13.0	11.0	5.0	4.0	46.6
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	902.0	81.0	60.0	90.0	56.0	97.0	67.0	101.0	75.0	116.0	85.0	94.0	75.0	71.0	52.0	92.0	58.0	110.0	72.0	50.0	34.0	46.2
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	166.0	8.0	5.0	16.0	8.0	15.0	9.0	14.0	9.0	18.0	6.0	20.0	10.0	29.0	13.0	21.0	8.0	16.0	7.0	9.0	5.0	47.5
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	53.0	4.0	4.0	2.0	1.0	4.0	2.0	6.0	4.0	6.0	0.0	4.0	0.0	12.0	1.0	10.0	0.0	5.0	1.0	0.0	0.0	50.1
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	2801.0	162.0	118.0	227.0	157.0	276.0	203.0	310.0	242.0	337.0	241.0	347.0	253.0	325.0	230.0	367.0	218.0	326.0	193.0	124.0	83.0	48.4
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	12.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	5.0	5.0	0.0	0.0	56.2
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	66.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	3.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.3
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"          профессионального учебного
          цикла / 11.0"	24.0	1.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	3.0	2.0	2.0	1.0	4.0	4.0	5.0	4.0	3.0	2.0	3.0	1.0	48.2
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	40.0	3.0	3.0	3.0	2.0	2.0	0.0	2.0	1.0	3.0	2.0	3.0	2.0	5.0	4.0	7.0	5.0	9.0	8.0	3.0	1.0	50.2
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"       заместители директора
       (начальника) / 4.0"	7.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	50.4
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	56.2
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"       мастера производственного
       обучения / 12.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"       руководители физического
       воспитания / 17.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	13.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	3.0	3.0	3.0	2.0	1.0	1.0	1.0	2.0	2.0	0.0	0.0	52.6
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	1.0	1.0	53.9
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	44.0	3.0	3.0	3.0	2.0	4.0	2.0	3.0	2.0	4.0	3.0	3.0	2.0	5.0	4.0	7.0	5.0	9.0	8.0	3.0	1.0	49.4
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	"    учебно-вспомогательный
    персонал / 21.0"	13.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	5.0	5.0	2.0	2.0	0.0	0.0	1.0	1.0	48.8
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	40.0	3.0	3.0	3.0	2.0	2.0	0.0	2.0	1.0	3.0	2.0	3.0	2.0	5.0	4.0	7.0	5.0	9.0	8.0	3.0	1.0	50.4
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	77.0	3.0	3.0	6.0	4.0	5.0	3.0	5.0	4.0	9.0	7.0	7.0	6.0	12.0	10.0	12.0	8.0	13.0	11.0	5.0	3.0	50.0
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	340.0	25.0	20.0	17.0	11.0	34.0	26.0	38.0	29.0	38.0	35.0	39.0	33.0	37.0	33.0	39.0	32.0	44.0	37.0	29.0	25.0	47.0
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	98.0	2.0	1.0	8.0	8.0	6.0	6.0	10.0	8.0	11.0	10.0	8.0	6.0	16.0	14.0	11.0	11.0	19.0	18.0	7.0	7.0	50.2
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	129.0	6.0	4.0	11.0	8.0	7.0	4.0	13.0	13.0	21.0	15.0	19.0	18.0	10.0	7.0	8.0	6.0	27.0	15.0	7.0	5.0	48.7
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          профессионального учебного
          цикла / 11.0"	567.0	17.0	15.0	28.0	18.0	55.0	43.0	49.0	41.0	56.0	49.0	60.0	49.0	66.0	58.0	91.0	64.0	114.0	80.0	31.0	23.0	50.8
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	1134.0	50.0	40.0	64.0	45.0	102.0	79.0	110.0	91.0	126.0	109.0	126.0	106.0	129.0	112.0	149.0	113.0	204.0	150.0	74.0	60.0	49.0
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       заместители директора
       (начальника) / 4.0"	124.0	1.0	1.0	7.0	5.0	13.0	13.0	22.0	22.0	20.0	20.0	21.0	19.0	25.0	19.0	13.0	12.0	2.0	2.0	0.0	0.0	48.6
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	43.0	0.0	0.0	0.0	0.0	4.0	1.0	5.0	2.0	5.0	2.0	10.0	8.0	7.0	6.0	5.0	3.0	7.0	3.0	0.0	0.0	54.1
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       мастера производственного
       обучения / 12.0"	137.0	4.0	3.0	6.0	3.0	7.0	4.0	9.0	8.0	19.0	9.0	17.0	5.0	27.0	10.0	18.0	6.0	23.0	9.0	7.0	3.0	50.9
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	46.0	3.0	3.0	3.0	3.0	9.0	9.0	4.0	4.0	8.0	8.0	5.0	4.0	4.0	3.0	6.0	6.0	3.0	3.0	1.0	1.0	46.7
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	12.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	3.0	36.8
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	31.0	6.0	5.0	3.0	3.0	2.0	1.0	7.0	7.0	3.0	2.0	3.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0	40.1
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	24.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	4.0	0.0	8.0	4.0	6.0	1.0	1.0	0.0	57.1
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	174.0	5.0	5.0	9.0	9.0	17.0	17.0	8.0	5.0	14.0	14.0	18.0	18.0	38.0	35.0	19.0	18.0	27.0	25.0	19.0	14.0	49.0
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       руководители физического
       воспитания / 17.0"	20.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	4.0	2.0	5.0	0.0	2.0	0.0	2.0	2.0	49.0
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	44.3
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	38.0	1.0	1.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	9.0	9.0	6.0	6.0	4.0	4.0	2.0	2.0	49.5
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	25.0
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	212.0	1.0	1.0	10.0	7.0	18.0	14.0	34.0	31.0	30.0	26.0	35.0	30.0	47.0	39.0	24.0	20.0	11.0	6.0	2.0	1.0	49.7
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	1173.0	15.0	12.0	45.0	29.0	72.0	50.0	78.0	56.0	96.0	67.0	162.0	122.0	192.0	134.0	250.0	189.0	232.0	173.0	31.0	16.0	53.7
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	1617.0	71.0	58.0	88.0	66.0	144.0	115.0	148.0	121.0	178.0	147.0	174.0	140.0	218.0	174.0	212.0	154.0	270.0	193.0	114.0	89.0	49.0
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    учебно-вспомогательный
    персонал / 21.0"	330.0	15.0	14.0	24.0	21.0	43.0	39.0	39.0	34.0	45.0	36.0	40.0	36.0	28.0	24.0	46.0	36.0	31.0	24.0	19.0	18.0	46.9
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	203.0	8.0	6.0	6.0	4.0	14.0	11.0	15.0	14.0	21.0	18.0	33.0	30.0	30.0	24.0	27.0	21.0	38.0	28.0	11.0	9.0	50.8
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	856.0	40.0	32.0	54.0	37.0	83.0	65.0	85.0	71.0	88.0	76.0	81.0	65.0	92.0	82.0	114.0	87.0	163.0	120.0	56.0	44.0	49.4
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	74.0	2.0	2.0	5.0	2.0	5.0	3.0	3.0	3.0	11.0	6.0	8.0	1.0	14.0	4.0	10.0	5.0	11.0	7.0	5.0	2.0	50.4
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	52.0	2.0	1.0	0.0	0.0	1.0	0.0	5.0	4.0	4.0	2.0	8.0	3.0	12.0	4.0	6.0	1.0	12.0	2.0	2.0	1.0	53.1
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	3332.0	102.0	85.0	167.0	123.0	277.0	218.0	299.0	242.0	349.0	276.0	411.0	328.0	485.0	371.0	532.0	399.0	544.0	396.0	166.0	124.0	50.5
Тверская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	6.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	1.0	33.3
Тверская область	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	22.0
Тверская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	33.0
Тверская область	Частные; Сведения об организации, реализуемых программах и персонале	"          профессионального учебного
          цикла / 11.0"	11.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	3.0	0.0	0.0	53.9
Тверская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	21.0	1.0	0.0	2.0	2.0	1.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	5.0	4.0	6.0	3.0	40.0
Тверская область	Частные; Сведения об организации, реализуемых программах и персонале	"       заместители директора
       (начальника) / 4.0"	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.3
Тверская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0
Тверская область	Частные; Сведения об организации, реализуемых программах и персонале	"       мастера производственного
       обучения / 12.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тверская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
