region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > Всего (сумма гр. 7, 8) > 6.0	Программы подготовки квалифицированных рабочих, служащих > в том числе программы > на базе основного общего образования > 7.0	Программы подготовки квалифицированных рабочих, служащих > в том числе программы > на базе среднего общего образования > 8.0	Программы подготовки специалистов среднего звена > Всего (сумма гр. 4, 5) > 3.0	Программы подготовки специалистов среднего звена > в том числе программы > на базе основного общего образования > 4.0	Программы подготовки специалистов среднего звена > в том числе программы > на базе среднего общего образования > 5.0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	705	659	46	2058	2030	28
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	12018	11905	113	40040	37711	2329
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	667	658	9	4261	3813	448
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	5	5	0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	131	109	22
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	0	0	0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	9	9	0	45	45	0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	3	3	0	231	223	8
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	35	33	2	90	78	12
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	296	296	0
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	1583	1485	98	6201	5595	606
Саратовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	24901	24551	350	94129	88140	5989
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	0	0	0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	0	0	0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	116	115	1	92	80	12
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	1065	1064	1	924	740	184
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	114	114	0	196	190	6
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	5	5	0	8	7	1
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	0	0	0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	0	0	0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	0	0	0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	0	0	0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	5	5	0	23	12	11
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	0	0	0
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	246	245	1	304	286	18
Сахалинская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	2160	2137	23	3367	2668	699
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	0	0	0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	4	4	0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	30	20	10
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	519	506	13	1983	1722	261
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	2258	2227	31	6332	5604	728
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	650	639	11	2541	2144	397
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	10	10	0	21	21	0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	1	1	0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	1	1	0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	8	8	0	38	28	10
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	28	28	0	212	190	22
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	30	30	0	128	101	27
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	5	5	0
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	9	9	0	29	28	1
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	1254	1234	20	4881	4209	672
Свердловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	7930	7774	156	37652	33419	4233
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	7	7	0	10	10	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	142	141	1	658	471	187
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	433	429	4	1008	870	138
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	199	198	1	453	408	45
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	4	3	1
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	12	12	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	132	124	8
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	5	5	0	14	12	2
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	7	7	0	10	10	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	291	290	1	1101	867	234
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	1730	1654	76	5582	4770	812
Смоленская область	Частные; Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	0	0	0
Смоленская область	Частные; Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Смоленская область	Частные; Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	0	0	0
Смоленская область	Частные; Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	0	0	0	11	11	0
Смоленская область	Частные; Очная	   государственные социальные стипендии / 2.0	0	0	0	0	0	0
Смоленская область	Частные; Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	0	0	0	0	0	0
Смоленская область	Частные; Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	0	0	0
Смоленская область	Частные; Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	0	0	0
Смоленская область	Частные; Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	0	0	0
Смоленская область	Частные; Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Смоленская область	Частные; Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	0	0	0
Смоленская область	Частные; Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	0	0	0
Смоленская область	Частные; Очная	   стипендии Правительства Российской Федерации / 3.0	0	0	0	0	0	0
Смоленская область	Частные; Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Смоленская область	Частные; Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	0	0	0
Смоленская область	Частные; Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	0	0	0	11	11	0
Смоленская область	Частные; Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	0	0	0	0	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	280	269	11
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	2	2	0	27	27	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	62	62	0	254	253	1
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	706	686	20	2519	2185	334
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	0	0	0	65	63	2
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	15	14	1
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	1	1	0	13	12	1
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	1	1	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	2	2	0	40	40	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	24	24	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	20	19	1	65	60	5
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	331	289	42
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	72	72	0	362	359	3
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	3790	3613	177	20670	18967	1703
Ставропольский край	Частные; Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	0	0	0	1	1	0
Ставропольский край	Частные; Очная	   государственные социальные стипендии / 2.0	0	0	0	8	8	0
Ставропольский край	Частные; Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	0	0	0	0	0	0
Ставропольский край	Частные; Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	2	1	1
Ставропольский край	Частные; Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	1	1	0
Ставропольский край	Частные; Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	4	4	0
Ставропольский край	Частные; Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	2	1	1
Ставропольский край	Частные; Очная	   стипендии Правительства Российской Федерации / 3.0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Ставропольский край	Частные; Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	0	0	0
Ставропольский край	Частные; Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	0	0	0	3	2	1
Ставропольский край	Частные; Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	0	0	0	112	112	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	36	36	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	7	7	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	0	0	0	22	22	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	688	686	2	2215	2152	63
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	417	417	0	2611	2390	221
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	2	2	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	43	3	40
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	12	10	2
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	39	39	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	8	8	0	36	34	2
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	36	36	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	425	425	0	2728	2507	221
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	2245	2209	36	8291	7886	405
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	55	33	22
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	92	75	17	239	197	42
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	427	398	29	921	809	112
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	81	78	3	172	157	15
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	2	2	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	10	10	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	6	6	0	24	24	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	55	33	22
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	173	153	20	420	363	57
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	2178	2126	52	7957	6982	975
Томская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	55	55	0
Томская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Томская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	1	1	0	6	6	0
Томская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	183	179	4	361	271	90
Томская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	740	736	4	2044	1576	468
