region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Выпуск > 8.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Численность студентов > 7.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Выпуск > 10.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Численность студентов > 9.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Выпуск > 4.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Численность студентов > 3.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Выпуск > 6.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Численность студентов > 5.0
Свердловская область	Частные; Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Свердловская область	Частные; Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	1
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с организациями / 10.0	0	0	0	0	0	0	0	1
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	1
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       бюджета субъекта Российской Федерации / 4.0	11	102	0	1	8	100	13	7
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       местного бюджета / 5.0	0	7	0	0	0	9	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	1	1	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	10	0	0	0	8	0	1
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с организациями / 10.0	11	119	0	1	9	111	13	3
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	7	0	5
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Смоленская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	11	119	0	1	9	118	13	8
Смоленская область	Частные; Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Смоленская область	Частные; Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	2
Смоленская область	Частные; Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Смоленская область	Частные; Заочная	   с организациями / 10.0	0	0	0	0	0	0	0	2
Смоленская область	Частные; Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Смоленская область	Частные; Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	2
Смоленская область	Частные; Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	1	0	1
Смоленская область	Частные; Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очная	   с организациями / 10.0	0	0	0	0	0	1	0	1
Смоленская область	Частные; Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	1	0	1
Смоленская область	Частные; Очно-заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очно-заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очно-заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очно-заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очно-заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очно-заочная	   с организациями / 10.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очно-заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очно-заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очно-заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Смоленская область	Частные; Очно-заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	4
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	4
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	2
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с организациями / 10.0	0	0	0	0	0	0	0	7
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	3
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	10
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       бюджета субъекта Российской Федерации / 4.0	3	34	0	0	48	340	2	36
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	42	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	5	7	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с организациями / 10.0	3	34	0	0	53	349	2	25
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	39	0	11
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	1	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Ставропольский край	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	3	34	0	0	53	389	2	36
Ставропольский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Ставропольский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Ставропольский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Ставропольский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	3	0	1
Ставропольский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Ставропольский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с организациями / 10.0	0	0	0	0	0	3	0	1
Ставропольский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Ставропольский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Ставропольский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Ставропольский край	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	3	0	1
Ставропольский край	Частные; Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Заочная	   с организациями / 10.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	2	0	0
Ставропольский край	Частные; Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	   с организациями / 10.0	0	0	0	0	0	2	0	0
Ставропольский край	Частные; Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	2	0	0
Ставропольский край	Частные; Очно-заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очно-заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очно-заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очно-заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	5	0	15
Ставропольский край	Частные; Очно-заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очно-заочная	   с организациями / 10.0	0	0	0	0	0	5	0	15
Ставропольский край	Частные; Очно-заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очно-заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очно-заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Ставропольский край	Частные; Очно-заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	5	0	15
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	9	36
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	14	14
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с организациями / 10.0	0	0	0	0	0	0	23	50
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	23	50
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	4	29	0	0	1	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       бюджета субъекта Российской Федерации / 4.0	8	173	0	0	184	434	43	44
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	19	40	0	10
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	4	29	0	0	18	56	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с организациями / 10.0	12	202	0	0	221	528	43	54
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	2	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Тамбовская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	12	202	0	0	221	530	43	54
Тамбовская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Тамбовская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       бюджета субъекта Российской Федерации / 4.0	0	0	3	2	0	0	11	64
Тамбовская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Тамбовская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	3
Тамбовская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Тамбовская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с организациями / 10.0	0	0	3	2	0	0	11	67
Тамбовская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Тамбовская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Тамбовская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Тамбовская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	3	2	0	0	11	67
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	1
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с организациями / 10.0	0	0	0	0	0	0	0	1
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	1
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	3	2	11	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       местного бюджета / 5.0	0	0	0	0	0	15	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	1	0	0	1	32	0	19
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	1	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с организациями / 10.0	0	1	0	0	5	49	11	19
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Тверская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
