region	tags	indicator	 Выбыло работников, человек > всего > 10.0	" Выбыло работников, человек > из них по собственному желанию
 > 11.0"	Принято работников, человек > всего > 7.0	Принято работников, человек > из них выпускники: > с высшим образованием > 9.0	Принято работников, человек > из них выпускники: > со средним профессиональ-ным образованием по программам подготовки специалистов среднего звена > 8.0	Фактически занято, единиц > всего > 4.0	"Фактически занято, единиц > работниками списочного состава
 > 5.0"	Численность работников на начало отчетного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек > 12.0	Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек > 6.0	Число ставок по штату, единиц > 3.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	107.0	97.0	88.0	53.0	1.0	819.85	794.85	823.0	835.0	924.85
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	556.0	509.0	544.0	266.0	54.0	3174.2500000000005	3025.8	2966.0	2983.0	3792.7500000000005
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	148.0	130.0	141.0	58.0	12.0	649.75	592.85	525.0	569.0	908.17
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	3293.0	2817.0	2977.0	1668.0	118.0	26436.69	25680.239999999994	25755.0	25948.0	29149.309999999998
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	24616.0	20841.0	21561.0	2550.0	6015.0	117427.50000000006	107533.21	101846.0	104565.0	147729.53000000017
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	32176.0	26987.0	32804.0	15957.0	3847.0	266618.23000000004	227751.83000000007	190016.0	189298.0	337963.2300000006
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    учебно-вспомогательный
    персонал / 21.0"	7174.0	5267.0	6768.0	1638.0	1425.0	33461.159999999996	30663.19	29810.0	30765.0	41451.23999999999
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	2706.0	2448.0	2995.0	1547.0	261.0	28656.510000000013	25355.69	21422.0	19902.0	37693.86000000003
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	13923.0	11393.0	14662.0	7571.0	1148.0	146784.54	123455.84000000011	105665.0	99360.0	185243.74000000037
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	1713.0	1558.0	1386.0	365.0	479.0	15093.540000000003	13904.68	13159.0	12873.0	20013.01
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	700.0	619.0	652.0	171.0	257.0	5214.209999999999	4775.49	4607.0	4397.0	7097.959999999998
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	67259.0	55912.0	64110.0	21813.0	11405.0	443943.58000000013	391628.47000000003	347427.0	350576.0	556293.3099999998
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	6512.0	5738.0	7572.0	4154.0	431.0	54035.749999999985	46999.72000000001	39114.0	38033.0	66670.35000000011
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	2145.0	1881.0	2308.0	1281.0	122.0	16717.789999999994	14542.549999999985	12059.0	11961.0	22143.330000000027
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	2913.0	2467.0	3006.0	1751.0	135.0	23916.689999999977	20835.029999999973	17614.0	17568.0	30435.279999999988
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"          профессионального учебного
          цикла / 11.0"	12246.0	9825.0	12688.0	6359.0	1325.0	120794.83999999982	98120.15999999995	78425.0	77898.0	151497.30999999976
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	23816.0	19911.0	25574.0	13545.0	2013.0	215465.0700000003	180497.45999999988	147212.0	145460.0	270746.27000000025
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"       заместители директора
       (начальника) / 4.0"	1504.0	1367.0	1505.0	895.0	28.0	13362.470000000005	13068.050000000003	13384.0	13093.0	14360.450000000003
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	304.0	224.0	316.0	195.0	2.0	3530.8499999999995	3462.6	3579.0	3509.0	3699.0599999999995
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"       мастера производственного
       обучения / 12.0"	3252.0	2927.0	2756.0	753.0	991.0	23809.780000000002	21707.910000000003	19780.0	20467.0	31888.419999999976
Российская Федерация	Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	1110.0	1024.0	1178.0	604.0	78.0	6744.8600000000015	6177.580000000001	5895.0	5908.0	8617.47
Российская Федерация	Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	752.0	686.0	737.0	299.0	148.0	3118.5799999999995	2902.7	2791.0	2820.0	3896.9899999999993
Российская Федерация	Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	630.0	567.0	711.0	403.0	38.0	3365.769999999999	3192.5499999999993	3187.0	3129.0	4091.139999999999
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	318.0	272.0	323.0	178.0	24.0	2088.81	1985.8799999999997	1981.0	1993.0	2522.15
Российская Федерация	Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	3064.0	2288.0	3193.0	1228.0	563.0	18336.04000000001	15840.65	13933.0	13326.0	22673.400000000034
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"       руководители физического
       воспитания / 17.0"	349.0	298.0	340.0	195.0	41.0	2486.5099999999998	2325.2999999999997	2242.0	2251.0	2889.22
Российская Федерация	Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	110.0	99.0	100.0	63.0	1.0	939.4	904.0500000000001	944.0	942.0	1051.55
Российская Федерация	Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	568.0	520.0	566.0	279.0	54.0	3259.2500000000005	3105.8	3057.0	3062.0	3894.8500000000004
Российская Федерация	Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	159.0	140.0	173.0	70.0	12.0	720.25	654.85	642.0	667.0	984.27
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	3547.0	3036.0	3342.0	1892.0	124.0	28429.890000000003	27548.539999999997	27791.0	27893.0	31314.63
Российская Федерация	Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	25183.0	21280.0	22150.0	2665.0	6148.0	119926.4300000001	109815.94	104252.0	106927.0	150717.2200000002
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	34018.0	28633.0	35551.0	17554.0	3962.0	279394.9200000002	238390.68000000005	200720.0	199083.0	352204.1800000007
Российская Федерация	Сведения об организации, реализуемых программах и персонале	"    учебно-вспомогательный
    персонал / 21.0"	7575.0	5633.0	7307.0	1855.0	1532.0	35800.61	32866.98999999999	32113.0	32946.0	44084.340000000004
Российская Федерация	Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	2738.0	2479.0	3043.0	1570.0	262.0	28853.510000000017	25536.179999999997	21626.0	20073.0	37905.03000000003
Российская Федерация	Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	15026.0	12366.0	16293.0	8450.0	1194.0	156380.4400000001	131494.86000000007	113400.0	105737.0	195878.76000000015
Российская Федерация	Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	1727.0	1567.0	1396.0	374.0	480.0	15154.290000000003	13961.43	13221.0	12929.0	20076.76
Российская Федерация	Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	719.0	638.0	694.0	201.0	261.0	5378.309999999999	4923.49	4792.0	4536.0	7277.209999999998
Российская Федерация	Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	70323.0	58582.0	68350.0	23966.0	11766.0	463551.85000000015	408622.1500000002	364876.0	366849.0	578320.3699999992
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	6022.0	5290.0	6916.0	3761.0	422.0	51130.47999999997	44560.65999999998	36665.0	35759.0	63455.420000000115
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	1998.0	1753.0	2086.0	1168.0	119.0	15623.960000000003	13594.519999999988	11155.0	11129.0	20884.150000000023
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	2672.0	2257.0	2680.0	1555.0	131.0	22352.889999999992	19485.07999999995	16277.0	16297.0	28648.63999999999
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          профессионального учебного
          цикла / 11.0"	11560.0	9218.0	11619.0	5751.0	1275.0	115158.29999999989	93626.98000000003	74076.0	73960.0	145295.19999999984
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	22252.0	18518.0	23301.0	12235.0	1947.0	204265.63000000044	171267.23999999993	138173.0	137145.0	258283.4100000001
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       заместители директора
       (начальника) / 4.0"	1382.0	1258.0	1295.0	760.0	26.0	12304.07	12069.25	12287.0	12109.0	13197.9
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	279.0	202.0	268.0	163.0	1.0	3094.75	3049.4	3127.0	3086.0	3237.5099999999998
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       мастера производственного
       обучения / 12.0"	3211.0	2891.0	2691.0	706.0	981.0	23558.630000000005	21484.260000000002	19518.0	20230.0	31614.00999999997
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	1046.0	965.0	1086.0	560.0	63.0	6449.910000000001	5902.9800000000005	5576.0	5621.0	8284.02
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	730.0	664.0	699.0	282.0	139.0	3001.6299999999997	2792.5	2660.0	2706.0	3762.5899999999992
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	598.0	539.0	655.0	365.0	37.0	3204.06	3045.3	3013.0	2979.0	3901.08
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	294.0	250.0	276.0	145.0	23.0	1927.4799999999993	1842.5799999999997	1817.0	1851.0	2346.94
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	3020.0	2248.0	3125.0	1185.0	553.0	18113.490000000005	15654.600000000002	13723.0	13139.0	22415.65000000003
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       руководители физического
       воспитания / 17.0"	321.0	273.0	286.0	155.0	38.0	2273.4	2143.7200000000003	2045.0	2075.0	2654.61
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	107.0	97.0	88.0	53.0	1.0	819.85	794.85	823.0	835.0	924.85
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	556.0	509.0	544.0	266.0	54.0	3174.2500000000005	3025.8	2966.0	2983.0	3792.7500000000005
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	148.0	130.0	141.0	58.0	12.0	649.75	592.85	525.0	569.0	908.17
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	3293.0	2817.0	2977.0	1668.0	118.0	26436.69	25680.239999999994	25755.0	25948.0	29149.309999999998
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	24616.0	20841.0	21561.0	2550.0	6015.0	117427.50000000006	107533.21	101846.0	104565.0	147729.53000000017
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	32176.0	26987.0	32804.0	15957.0	3847.0	266618.23000000004	227751.83000000007	190016.0	189298.0	337963.2300000006
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    учебно-вспомогательный
    персонал / 21.0"	7174.0	5267.0	6768.0	1638.0	1425.0	33461.159999999996	30663.19	29810.0	30765.0	41451.23999999999
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	2706.0	2448.0	2995.0	1547.0	261.0	28656.510000000013	25355.69	21422.0	19902.0	37693.86000000003
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	13923.0	11393.0	14662.0	7571.0	1148.0	146784.54	123455.84000000011	105665.0	99360.0	185243.74000000037
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	1713.0	1558.0	1386.0	365.0	479.0	15093.540000000003	13904.68	13159.0	12873.0	20013.01
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	700.0	619.0	652.0	171.0	257.0	5214.209999999999	4775.49	4607.0	4397.0	7097.959999999998
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	67259.0	55912.0	64110.0	21813.0	11405.0	443943.58000000013	391628.47000000003	347427.0	350576.0	556293.3099999998
Российская Федерация	Частные	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	490.0	448.0	656.0	393.0	9.0	2905.270000000001	2439.060000000001	2449.0	2274.0	3214.9300000000003
Российская Федерация	Частные	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	147.0	128.0	222.0	113.0	3.0	1093.8299999999997	948.03	904.0	832.0	1259.1799999999998
Российская Федерация	Частные	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	241.0	210.0	326.0	196.0	4.0	1563.7999999999997	1349.95	1337.0	1271.0	1786.6399999999999
Российская Федерация	Частные	"          профессионального учебного
          цикла / 11.0"	686.0	607.0	1069.0	608.0	50.0	5636.539999999995	4493.179999999998	4349.0	3938.0	6202.109999999996
Российская Федерация	Частные	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	1564.0	1393.0	2273.0	1310.0	66.0	11199.44	9230.22	9039.0	8315.0	12462.86
Российская Федерация	Частные	"       заместители директора
       (начальника) / 4.0"	122.0	109.0	210.0	135.0	2.0	1058.4	998.8000000000001	1097.0	984.0	1162.5500000000002
Российская Федерация	Частные	"       из них: 
       директор (начальник) / 3.0"	25.0	22.0	48.0	32.0	1.0	436.1	413.2	452.0	423.0	461.55
Российская Федерация	Частные	"       мастера производственного
       обучения / 12.0"	41.0	36.0	65.0	47.0	10.0	251.14999999999998	223.65	262.0	237.0	274.41
Российская Федерация	Частные	       методисты / 18.0	64.0	59.0	92.0	44.0	15.0	294.95000000000005	274.6	319.0	287.0	333.45
Российская Федерация	Частные	       педагоги-организаторы / 15.0	22.0	22.0	38.0	17.0	9.0	116.95	110.2	131.0	114.0	134.39999999999998
Российская Федерация	Частные	       педагоги-психологи / 14.0	32.0	28.0	56.0	38.0	1.0	161.71	147.25000000000003	174.0	150.0	190.05999999999992
Российская Федерация	Частные	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	24.0	22.0	47.0	33.0	1.0	161.33	143.29999999999998	164.0	142.0	175.21
Российская Федерация	Частные	       прочие / 20.0	44.0	40.0	68.0	43.0	10.0	222.55	186.05	210.0	187.0	257.75
Российская Федерация	Частные	"       руководители физического
       воспитания / 17.0"	28.0	25.0	54.0	40.0	3.0	213.10999999999996	181.57999999999996	197.0	176.0	234.60999999999999
Российская Федерация	Частные	       руководитель филиала / 5.0	3.0	2.0	12.0	10.0	0.0	119.55	109.2	121.0	107.0	126.7
Российская Федерация	Частные	       социальные педагоги / 13.0	12.0	11.0	22.0	13.0	0.0	85.0	80.0	91.0	79.0	102.1
Российская Федерация	Частные	       тьюторы / 19.0	11.0	10.0	32.0	12.0	0.0	70.5	62.0	117.0	98.0	76.1
Российская Федерация	Частные	"    в том числе: 
    руководящие работники - всего / 2.0"	254.0	219.0	365.0	224.0	6.0	1993.2	1868.3000000000002	2036.0	1945.0	2165.32
Российская Федерация	Частные	    обслуживающий персонал / 22.0	567.0	439.0	589.0	115.0	133.0	2498.93	2282.7300000000005	2406.0	2362.0	2987.689999999999
Российская Федерация	Частные	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	1842.0	1646.0	2747.0	1597.0	115.0	12776.690000000004	10638.85	10704.0	9785.0	14240.950000000003
Российская Федерация	Частные	"    учебно-вспомогательный
    персонал / 21.0"	401.0	366.0	539.0	217.0	107.0	2339.4499999999994	2203.7999999999993	2303.0	2181.0	2633.1
Российская Федерация	Частные	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	32.0	31.0	48.0	23.0	1.0	197.0	180.49	204.0	171.0	211.17000000000002
Российская Федерация	Частные	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	1103.0	973.0	1631.0	879.0	46.0	9595.899999999998	8039.0199999999995	7735.0	6377.0	10635.019999999997
Российская Федерация	Частные	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	14.0	9.0	10.0	9.0	1.0	60.75	56.75	62.0	56.0	63.75
Российская Федерация	Частные	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	19.0	19.0	42.0	30.0	4.0	164.1	148.0	185.0	139.0	179.25
Российская Федерация	Частные	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	3064.0	2670.0	4240.0	2153.0	361.0	19608.270000000015	16993.679999999997	17449.0	16273.0	22027.059999999998
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	490.0	448.0	656.0	393.0	9.0	2905.270000000001	2439.060000000001	2449.0	2274.0	3214.9300000000003
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	147.0	128.0	222.0	113.0	3.0	1093.8299999999997	948.03	904.0	832.0	1259.1799999999998
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	241.0	210.0	326.0	196.0	4.0	1563.7999999999997	1349.95	1337.0	1271.0	1786.6399999999999
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"          профессионального учебного
          цикла / 11.0"	686.0	607.0	1069.0	608.0	50.0	5636.539999999995	4493.179999999998	4349.0	3938.0	6202.109999999996
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	1564.0	1393.0	2273.0	1310.0	66.0	11199.44	9230.22	9039.0	8315.0	12462.86
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"       заместители директора
       (начальника) / 4.0"	122.0	109.0	210.0	135.0	2.0	1058.4	998.8000000000001	1097.0	984.0	1162.5500000000002
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	25.0	22.0	48.0	32.0	1.0	436.1	413.2	452.0	423.0	461.55
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"       мастера производственного
       обучения / 12.0"	41.0	36.0	65.0	47.0	10.0	251.14999999999998	223.65	262.0	237.0	274.41
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	64.0	59.0	92.0	44.0	15.0	294.95000000000005	274.6	319.0	287.0	333.45
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	22.0	22.0	38.0	17.0	9.0	116.95	110.2	131.0	114.0	134.39999999999998
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	32.0	28.0	56.0	38.0	1.0	161.71	147.25000000000003	174.0	150.0	190.05999999999992
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	24.0	22.0	47.0	33.0	1.0	161.33	143.29999999999998	164.0	142.0	175.21
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	44.0	40.0	68.0	43.0	10.0	222.55	186.05	210.0	187.0	257.75
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"       руководители физического
       воспитания / 17.0"	28.0	25.0	54.0	40.0	3.0	213.10999999999996	181.57999999999996	197.0	176.0	234.60999999999999
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	3.0	2.0	12.0	10.0	0.0	119.55	109.2	121.0	107.0	126.7
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	12.0	11.0	22.0	13.0	0.0	85.0	80.0	91.0	79.0	102.1
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	11.0	10.0	32.0	12.0	0.0	70.5	62.0	117.0	98.0	76.1
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	254.0	219.0	365.0	224.0	6.0	1993.2	1868.3000000000002	2036.0	1945.0	2165.32
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	567.0	439.0	589.0	115.0	133.0	2498.93	2282.7300000000005	2406.0	2362.0	2987.689999999999
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	1842.0	1646.0	2747.0	1597.0	115.0	12776.690000000004	10638.85	10704.0	9785.0	14240.950000000003
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	"    учебно-вспомогательный
    персонал / 21.0"	401.0	366.0	539.0	217.0	107.0	2339.4499999999994	2203.7999999999993	2303.0	2181.0	2633.1
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	32.0	31.0	48.0	23.0	1.0	197.0	180.49	204.0	171.0	211.17000000000002
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	1103.0	973.0	1631.0	879.0	46.0	9595.899999999998	8039.0199999999995	7735.0	6377.0	10635.019999999997
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	14.0	9.0	10.0	9.0	1.0	60.75	56.75	62.0	56.0	63.75
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	19.0	19.0	42.0	30.0	4.0	164.1	148.0	185.0	139.0	179.25
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	3064.0	2670.0	4240.0	2153.0	361.0	19608.270000000015	16993.679999999997	17449.0	16273.0	22027.059999999998
Ростовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	196.0	160.0	257.0	163.0	7.0	1733.8799999999999	1445.51	1143.0	1107.0	2138.9299999999994
Ростовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	96.0	79.0	93.0	62.0	1.0	644.4100000000002	505.84	422.0	412.0	826.5899999999999
Ростовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	95.0	74.0	111.0	80.0	1.0	817.2299999999999	676.01	574.0	558.0	1021.3399999999999
Ростовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          профессионального учебного
          цикла / 11.0"	378.0	290.0	319.0	203.0	0.0	3817.4700000000003	2761.9000000000015	2215.0	2270.0	4707.889999999999
