region	tags	indicator	Всего, человек > 3.0	Из гр. 3 > жен-щины > 16.0	Из гр. 3 > имеют квалификацион-ные категории > высшую > 14.0	Из гр. 3 > имеют квалификацион-ные категории > первую > 15.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученое звание > доцента > 10.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученое звание > профессора > 9.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученую степень > PhD > 8.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученую степень > доктора наук > 6.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученую степень > кандидата наук > 7.0	Из них (из гр.3) имеют образование > высшее > 4.0	"Из них (из гр.3) имеют образование > из них (гр. 11) педаго-гическое
 > 12.0"	Из них (из гр.3) имеют образование > из них (из гр.4) педаго- гическое > 5.0	"Из них (из гр.3) имеют образование > среднее профес-сиональное образование по программам подготовки квалифици-
рованных рабочих (служащих) > 13.0"	Из них (из гр.3) имеют образование > среднее профес-сиональное образование по программам подготовки специалистов среднего звена > 11.0	численность работников в пересчете на полную занятость, единиц > 17.0
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       заместители директора (начальника) / 4.0	431.0	348.0	76.0	14.0	1.0	0.0	0.0	0.0	13.0	420.0	0.0	243.0	0.0	6.0	0.0
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	103.0	65.0	17.0	9.0	2.0	0.0	0.0	1.0	15.0	102.0	0.0	62.0	0.0	0.0	0.0
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       мастера производственного обучения / 12.0	560.0	307.0	141.0	246.0	0.0	0.0	0.0	0.0	0.0	295.0	55.0	179.0	20.0	238.0	571.1999999999999
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	201.0	192.0	52.0	55.0	0.0	0.0	0.0	0.0	1.0	189.0	5.0	129.0	0.0	11.0	197.5
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	84.0	79.0	15.0	33.0	0.0	0.0	0.0	0.0	1.0	82.0	1.0	65.0	0.0	2.0	81.0
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы (основ безопасности 
       жизнедеятельности, допризывной подготовки) / 16.0"	65.0	18.0	16.0	28.0	0.0	0.0	0.0	0.0	1.0	58.0	3.0	36.0	1.0	5.0	63.5
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	445.0	382.0	84.0	109.0	0.0	0.0	0.0	0.0	3.0	316.0	43.0	237.0	5.0	110.0	425.5
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководители физического воспитания / 17.0	71.0	20.0	24.0	30.0	0.0	0.0	0.0	0.0	0.0	65.0	5.0	55.0	0.0	6.0	70.3
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	30.0	25.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	29.0	0.0	21.0	0.0	1.0	0.0
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	117.0	113.0	22.0	42.0	0.0	0.0	0.0	0.0	0.0	88.0	12.0	57.0	1.0	26.0	116.0
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	9.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	5.0	0.0	2.0	9.0
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	1020.0	821.0	150.0	52.0	3.0	1.0	0.0	1.0	33.0	945.0	5.0	499.0	9.0	53.0	0.0
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	3311.0	2391.0	16.0	6.0	0.0	0.0	0.0	0.0	2.0	974.0	31.0	122.0	677.0	1012.0	0.0
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    педагогические работники - всего (сумма строк 07,12-20) / 6.0	6066.0	4749.0	2224.0	2058.0	11.0	0.0	0.0	2.0	75.0	5164.0	296.0	3640.0	37.0	819.0	6822.200000000002
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    учебно-вспомогательный персонал / 21.0	606.0	514.0	6.0	16.0	0.0	0.0	0.0	0.0	0.0	289.0	23.0	85.0	31.0	220.0	0.0
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	614.0	477.0	199.0	214.0	0.0	0.0	0.0	0.0	1.0	512.0	24.0	380.0	3.0	72.0	708.6
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	3610.0	2916.0	1503.0	1115.0	7.0	0.0	0.0	2.0	43.0	3234.0	125.0	2212.0	2.0	297.0	4266.0999999999985
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	361.0	215.0	98.0	154.0	0.0	0.0	0.0	0.0	0.0	185.0	22.0	113.0	10.0	130.0	379.29999999999995
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	172.0	73.0	29.0	56.0	0.0	0.0	0.0	0.0	0.0	93.0	13.0	53.0	5.0	68.0	176.90000000000003
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания в другие профессиональные образовательные организации России / 27.0	22.0														
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания за рубеж / 28.0	2.0														
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 8.     из них реализующие образовательные программы: подготовки квалифицированных рабочих, служащих / 30.0	484.0														
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 8.     из них реализующие образовательные программы: подготовки специалистов среднего звена / 31.0	2688.0														
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 8. Численность преподавателей, использующих в учебном процессе персональные компьютеры / 29.0	3276.0														
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9.    из них преподавателей и мастеров производственного обучения / 33.0	0.0														
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9.    из них преподавателей и мастеров производственного обучения / 35.0	0.0														
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9. Численность работников, имеющих свидетельство Союза «Молодые профессионалы»                  (Worldskills Russia) с правом на участие в оценке демонстрационного экзамена по стандартам Ворлдскиллс / 34.0	0.0														
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9. Численность работников, имеющих сертификат эксперта Ворлдскиллс / 32.0	0.0														
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	11003.0	8475.0	2396.0	2132.0	14.0	1.0	0.0	3.0	110.0	7372.0	355.0	4346.0	754.0	2104.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          по общеобразовательных дисциплин / 8.0"	23.0	17.0	5.0	1.0	2.0	0.0	0.0	0.0	2.0	23.0	0.0	20.0	0.0	0.0	20.5
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	          математического и общего естественнонаучного учебного цикла / 10.0	9.0	8.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	9.0	0.0	6.0	0.0	0.0	9.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и социально-экономического учебного
          цикла / 9.0"	25.0	20.0	2.0	3.0	4.0	0.0	0.0	0.0	5.0	24.0	1.0	13.0	0.0	1.0	22.5
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	          профессионального учебного цикла / 11.0	58.0	49.0	17.0	6.0	5.0	1.0	0.0	2.0	7.0	56.0	0.0	24.0	0.0	2.0	49.5
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	115.0	94.0	25.0	12.0	12.0	1.0	0.0	2.0	15.0	112.0	1.0	63.0	0.0	3.0	101.5
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	       в том числе: педагоги-организаторы / 15.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	       заместители директора (начальника) / 4.0	25.0	18.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	25.0	0.0	11.0	0.0	0.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	15.0	10.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0	15.0	0.0	3.0	0.0	0.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	       мастера производственного обучения / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	5.5
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0999999999999999
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы (основ безопасности 
       жизнедеятельности, допризывной подготовки) / 16.0"	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководители физического воспитания / 17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	9.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	1.0	0.0	1.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	1.5
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	52.0	39.0	0.0	1.0	6.0	1.0	0.0	1.0	8.0	51.0	0.0	15.0	0.0	1.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	11.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	1.0	2.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	    педагогические работники - всего (сумма строк 07,12-20) / 6.0	130.0	106.0	25.0	12.0	13.0	1.0	0.0	2.0	16.0	127.0	1.0	68.0	0.0	3.0	112.60000000000001
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	    учебно-вспомогательный персонал / 21.0	46.0	43.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	34.0	1.0	13.0	0.0	8.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	94.0	77.0	14.0	0.0	7.0	1.0	0.0	2.0	9.0	93.0	1.0	37.0	0.0	1.0	74.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания в другие профессиональные образовательные организации России / 27.0	0.0														
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания за рубеж / 28.0	0.0														
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8.     из них реализующие образовательные программы: подготовки квалифицированных рабочих, служащих / 30.0	0.0														
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8.     из них реализующие образовательные программы: подготовки специалистов среднего звена / 31.0	74.0														
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8. Численность преподавателей, использующих в учебном процессе персональные компьютеры / 29.0	75.0														
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9.    из них преподавателей и мастеров производственного обучения / 33.0	0.0														
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9.    из них преподавателей и мастеров производственного обучения / 35.0	0.0														
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9. Численность работников, имеющих свидетельство Союза «Молодые профессионалы»                  (Worldskills Russia) с правом на участие в оценке демонстрационного экзамена по стандартам Ворлдскиллс / 34.0	0.0														
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9. Численность работников, имеющих сертификат эксперта Ворлдскиллс / 32.0	0.0														
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	239.0	197.0	26.0	14.0	19.0	2.0	0.0	3.0	24.0	219.0	2.0	97.0	1.0	14.0	0.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          по общеобразовательных дисциплин / 8.0"	240.0	184.0	99.0	52.0	0.0	0.0	0.0	0.0	5.0	231.0	3.0	195.0	0.0	9.0	260.4
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          математического и общего естественнонаучного учебного цикла / 10.0	66.0	51.0	36.0	13.0	0.0	0.0	0.0	0.0	2.0	65.0	0.0	50.0	0.0	1.0	77.00000000000001
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и социально-экономического учебного
          цикла / 9.0"	118.0	103.0	63.0	22.0	0.0	0.0	0.0	0.0	2.0	116.0	1.0	100.0	0.0	2.0	130.4
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          профессионального учебного цикла / 11.0	463.0	344.0	194.0	77.0	1.0	0.0	0.0	0.0	5.0	420.0	14.0	175.0	2.0	40.0	517.1999999999999
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	887.0	682.0	392.0	164.0	1.0	0.0	0.0	0.0	14.0	832.0	18.0	520.0	2.0	52.0	985.0000000000001
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       в том числе: педагоги-организаторы / 15.0	21.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	1.0	9.0	0.0	3.0	21.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       заместители директора (начальника) / 4.0	73.0	59.0	14.0	1.0	1.0	0.0	0.0	0.0	2.0	66.0	0.0	29.0	0.0	6.0	0.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	22.0	11.0	7.0	0.0	1.0	0.0	0.0	0.0	8.0	22.0	0.0	11.0	0.0	0.0	0.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       мастера производственного обучения / 12.0	141.0	72.0	27.0	32.0	0.0	0.0	0.0	0.0	0.0	57.0	13.0	12.0	12.0	72.0	143.2
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	30.0	27.0	6.0	3.0	0.0	0.0	0.0	0.0	3.0	24.0	0.0	15.0	0.0	2.0	30.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	11.0	10.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	10.0	0.0	7.0	0.0	1.0	11.4
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы (основ безопасности 
       жизнедеятельности, допризывной подготовки) / 16.0"	5.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	5.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	60.0	44.0	9.0	5.0	0.0	0.0	0.0	0.0	1.0	44.0	4.0	34.0	3.0	13.0	61.6
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководители физического воспитания / 17.0	6.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	6.3
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	14.0	14.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	8.0	0.0	2.0	14.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	145.0	107.0	28.0	3.0	2.0	0.0	0.0	0.0	12.0	134.0	0.0	57.0	2.0	8.0	0.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	744.0	544.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	6.0	20.0	183.0	272.0	0.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    педагогические работники - всего (сумма строк 07,12-20) / 6.0	1176.0	867.0	442.0	208.0	1.0	0.0	0.0	1.0	18.0	1007.0	37.0	609.0	17.0	145.0	1278.4999999999998
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    учебно-вспомогательный персонал / 21.0	181.0	152.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	3.0	18.0	24.0	71.0	0.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	159.0	110.0	56.0	39.0	0.0	0.0	0.0	0.0	0.0	132.0	6.0	81.0	2.0	19.0	162.9
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	593.0	463.0	246.0	81.0	1.0	0.0	0.0	0.0	11.0	567.0	3.0	329.0	0.0	21.0	679.3000000000001
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	81.0	46.0	18.0	19.0	0.0	0.0	0.0	0.0	0.0	33.0	7.0	6.0	11.0	34.0	81.0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	29.0	11.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	10.0	3.0	1.0	0.0	17.0	31.2
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания в другие профессиональные образовательные организации России / 27.0	0.0														
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания за рубеж / 28.0	0.0														
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 8.     из них реализующие образовательные программы: подготовки квалифицированных рабочих, служащих / 30.0	243.0														
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 8.     из них реализующие образовательные программы: подготовки специалистов среднего звена / 31.0	465.0														
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 8. Численность преподавателей, использующих в учебном процессе персональные компьютеры / 29.0	704.0														
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9.    из них преподавателей и мастеров производственного обучения / 33.0	0.0														
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9.    из них преподавателей и мастеров производственного обучения / 35.0	0.0														
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9. Численность работников, имеющих свидетельство Союза «Молодые профессионалы»                  (Worldskills Russia) с правом на участие в оценке демонстрационного экзамена по стандартам Ворлдскиллс / 34.0	0.0														
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9. Численность работников, имеющих сертификат эксперта Ворлдскиллс / 32.0	0.0														
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	2246.0	1670.0	471.0	211.0	3.0	0.0	0.0	1.0	30.0	1406.0	46.0	704.0	226.0	496.0	0.0
Смоленская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          по общеобразовательных дисциплин / 8.0"	22.0	19.0	5.0	7.0	0.0	0.0	0.0	0.0	2.0	22.0	0.0	19.0	0.0	0.0	21.5
Смоленская область	Частные; Сведения об организации, реализуемых программах и персонале	          математического и общего естественнонаучного учебного цикла / 10.0	4.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	4.0	0.0	0.0	4.0
Смоленская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и социально-экономического учебного
          цикла / 9.0"	6.0	5.0	1.0	1.0	2.0	0.0	0.0	0.0	2.0	6.0	0.0	4.0	0.0	0.0	5.5
Смоленская область	Частные; Сведения об организации, реализуемых программах и персонале	          профессионального учебного цикла / 11.0	26.0	16.0	6.0	1.0	0.0	0.0	0.0	0.0	2.0	22.0	0.0	8.0	0.0	0.0	25.3
Смоленская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	58.0	42.0	13.0	10.0	2.0	0.0	0.0	0.0	7.0	54.0	0.0	35.0	0.0	0.0	56.3
